CASE_NUMBER,Meeting_Date,Agenda_Item,Body,Description,Source,Item_URL
NPA-2019-0015.02,2020-04-23T00:00:00.000,57,Austin City Council,"NPA-2019-0015.02 - 3500 Pecan Springs Residential -Conduct a public hearing and approve an ordinance amending Ordinance No.021107-Z-11, the East MLK Combined Neighborhood Plan, an element of the Imagine Austin Comprehensive Plan, to change the land use designation on the future land use map (FLUM) on property locally known as 3500 Pecan Springs Rd., (Fort Branch Watershed) from Single Family to Higher Density Single Family land use. Staff recommendation: To Grant Higher Density Single Family land use. Planning Commission recommendation: To be reviewed April 28, 2020. Owner/Applicant: Peter Gray. Agent: Ron Thrower; Thrower Design. City Staff: Jesse Gutierrez, (512) 974-1606. District(s) Affected: District 1.",akgy-tbxy,http://austintexas.gov/department/city-council/2020/20200423-REG.htm#057
NPA-2019-0015.02,2020-03-26T00:00:00.000,74,Austin City Council,"NPA-2019-0015.02 - 3500 Pecan Springs Residential -Conduct a public hearing and approve an ordinance amending Ordinance No.021107-Z-11, the East MLK Combined Neighborhood Plan, an element of the Imagine Austin Comprehensive Plan, to change the land use designation on the future land use map (FLUM) on property locally known as 3500 Pecan Springs Rd., (Fort Branch Watershed) from Single Family to Higher Density Single Family land use. Staff recommendation: To Grant Higher Density Single Family land use. Planning Commission recommendation: To be reviewed April 14, 2020. Owner/Applicant: Peter Gray. Agent: Ron Thrower; Thrower Design. City Staff: Jesse Gutierrez, (512) 974-1606. District(s) Affected: District 1.",akgy-tbxy,http://austintexas.gov/department/city-council/2020/20200326-REG.htm#074
NPA-2019-0015.02,2020-07-30T00:00:00.000,31,Austin City Council,"NPA-2019-0015.02 - 3500 Pecan Springs Residential - Conduct a public hearing and approve second and third readings amending Ordinance No.021107-Z-11, the East MLK Combined Neighborhood Plan, an element of the Imagine Austin Comprehensive Plan, to change the land use designation on the future land use map (FLUM) on property locally known as 3500 Pecan Springs Rd., (Fort Branch Watershed) from Single Family to Higher Density Single Family land use. First reading approved June 11, 2020. Vote 11-0. Owner/Applicant: Peter Gray. Agent: Ron Thrower; Thrower Design. City Staff: Jesse Gutierrez, (512) 974-1606. District(s) Affected: District 1.",akgy-tbxy,http://austintexas.gov/department/city-council/2020/20200730-REG.htm#031
NPA-2019-0028.01,2019-12-05T00:00:00.000,91,Austin City Council,"NPA-2019-0028.01 - Wonderspaces -Conduct a public hearing and approve an ordinance amending Ordinance No. 20110113-059, the Heritage Hills/Windsor Hills Combined Neighborhood Plan, an element of the Imagine Austin Comprehensive Plan, to change the land use designation on the future land use map (FLUM) on property locally known as 1205 Sheldon Cove (portion of) (Little Walnut Creek Watershed) from Industry to Commercial land use. Staff Recommendation and Planning Commission Recommendation: To grant Commercial land use. Owner/Applicant: Metis Capital, LLC. (Colin C. Laitner). Agent: Graves, Dougherty, Hearon & Moody (Peter J. Cesaro). City Staff: Maureen Meredith, (512) 974-2695. District(s) Affected: District 1.",akgy-tbxy,http://austintexas.gov/department/city-council/2019/20191205-REG.htm#091
C14-2020-0006,2020-12-10T00:00:00.000,72,Austin City Council,"C14-2020-0006 - 7700 Parmer -Conduct a public hearing and approve an ordinance amending City Code Title 25 by rezoning property locally known as 7700 West Parmer Lane (Lake Creek Watershed). Applicant Request: To rezone from limited industrial-planned development area (LI-PDA) combining district zoning to limited industrial-planned development area (LI-PDA) combining district zoning, to change a condition of zoning. Staff Recommendation and Zoning and Platting Commission Recommendation: To grant limited industrial-planned development area (LI-PDA) combining district zoning, to change a condition of zoning. Owner/Applicant: BRI 1869 Parmer, LLC. Agent: Drenner Group (Amanda Swor). City Staff: Sherri Sirwaitis, 512-974-3057. District(s) Affected: District 6.",akgy-tbxy,http://austintexas.gov/department/city-council/2020/20201210-REG.htm#072
NPA-2020-0021.02,2020-12-10T00:00:00.000,85,Austin City Council,"NPA-2020-0021.02 - 1100 Manlove Street -Conduct a public hearing and approve an ordinance amending Ordinance No. 20061116-055, the East Riverside/Oltorf Combined Neighborhood Plan, an element of the Imagine Austin Comprehensive Plan, to change the land use designation on the future land use map (FLUM) on property locally known as 1100 Manlove Street (Harpers Branch Watershed) from Single Family to Neighborhood Mixed Use land use. Staff Recommendation: To deny the applicant's request for Neighborhood Mixed Use land use. Planning Commission recommendation: To be reviewed on December 8, 2020.  Owner/Applicant: Shuler Family Trust of 1998. Agent: Husch Blackwell, LLP (Nikelle Meade). City Staff: Maureen Meredith, Housing and Planning Department, (512) 974-2695. District(s) Affected: District 9.",akgy-tbxy,http://austintexas.gov/department/city-council/2020/20201210-REG.htm#085
NPA-2019-0020.02,2019-06-20T00:00:00.000,134,Austin City Council,"NPA-2019-0020.02- Go-Go Mobile Home Park-Conduct a public hearing and approve an ordinance amending Ordinance No. 20050818-Z001 the South Congress Combined Neighborhood Plan, an element of the Imagine Austin Comprehensive Plan, to change the land use designation on the future land use map (FLUM) on property locally known as 4811 South Congress Avenue (Williamson Creek Watershed) from Mixed Use to Higher Density Single Family land use. Staff Recommendation and Planning Commission Recommendation: To grant Higher Density Single Family land use. Owner: WC 4811 South Congress, LLC. Applicant: City of Austin, Planning & Zoning Dept. City Staff: Maureen Meredith, (512) 974-2695. District(s) Affected: District 3.",akgy-tbxy,http://austintexas.gov/department/city-council/2019/20190620-REG.htm#134
NPA-2018-0026.02,2018-08-30T00:00:00.000,70,Austin City Council,"NPA-2018-0026.02 - Powell Lane Apartments - District 4 -Conduct a public hearing and approve an ordinance amending Ordinance No. 20100624-110, the North Lamar Combined Neighborhood Plan, an element of the Imagine Austin Comprehensive Plan, to change the land use designation on the future land use map (FLUM) on property locally known as 411 & 601 E. Powell Lane & 410, 500, 502, 504, 508 and 606 E. Wonsley Drive (Little Walnut Creek Watershed) from Neighborhood Mixed Use and Mixed Use/Office to Multifamily land use. Staff Recommendation: To grant Multifamily land use. Planning Commission Recommendation: To grant Multifamily land use. Owners: HDF Investments, Ltd. (Helen Doris Clark Foster) and Behzad Bahrami. Applicant: JCI Residential, LLC (Sam Kumar). Agent: Alice Glasco Consulting (Alice Glasco). City Staff: Maureen Meredith, (512) 974-2695. District(s) Affected: District 4.",akgy-tbxy,http://austintexas.gov/department/city-council/2018/20180830-REG.htm#070
NPA-2018-0026.02,2018-08-23T00:00:00.000,69,Austin City Council,"NPA-2018-0026.02 - Powell Lane Apartments - District 4 -Conduct a public hearing and approve an ordinance amending Ordinance No. 20100624-110, the North Lamar Combined Neighborhood Plan, an element of the Imagine Austin Comprehensive Plan, to change the land use designation on the future land use map (FLUM) on property locally known as 411 & 601 E. Powell Lane & 410, 500, 502, 504, 508 and 606 E. Wonsley Drive (Little Walnut Creek Watershed) from Neighborhood Mixed Use and Mixed Use/Office to Multifamily land use. Staff Recommendation: To grant Multifamily land use. Planning Commission Recommendation: To grant Multifamily land use. Owners: HDF Investments, Ltd. (Helen Doris Clark Foster) and Behzad Bahrami. Applicant: JCI Residential, LLC (Sam Kumar). Agent: Alice Glasco Consulting (Alice Glasco). City Staff: Maureen Meredith, (512) 974-2695. District(s) Affected: District 4.",akgy-tbxy,http://austintexas.gov/department/city-council/2018/20180823-REG.htm#069
NPA-2018-0026.02,2018-09-20T00:00:00.000,89,Austin City Council,"NPA-2018-0026.02 - Powell Lane Apartments -District 4 - Conduct a public hearing and approve second and third readings of an ordinance amending Ordinance No. 20100624-110, the North Lamar Combined Neighborhood Plan, an element of the Imagine Austin Comprehensive Plan, to change the land use designation on the future land use map (FLUM) on property locally known as 411 & 601 E. Powell Lane & 410, 500, 502, 504, 508 and 606 E. Wonsley Drive (Little Walnut Creek Watershed) from Neighborhood Mixed Use and Mixed Use/Office to Multifamily land use. Approved on first reading on August 30, 2018. Vote: 10-0, Council Member Troxclair-off the dais. Applicant: JCI Residential, LLC (Sam Kumar). Agent: Alice Glasco Consulting (Alice Glasco). City Staff: Maureen Meredith, (512) 974-2695. District(s) Affected: District 4.",akgy-tbxy,http://austintexas.gov/department/city-council/2018/20180920-REG.htm#089
NPA-2018-0026.02,2018-08-09T00:00:00.000,91,Austin City Council,"NPA-2018-0026.02 - Powell Lane Apartments - District 4 -Conduct a public hearing and approve an ordinance amending Ordinance No. 20100624-110, the North Lamar Combined Neighborhood Plan, an element of the Imagine Austin Comprehensive Plan, to change the land use designation on the future land use map (FLUM) on property locally known as 411 & 601 E. Powell Lane & 410, 500, 502, 504, 508 and 606 E. Wonsley Drive (Little Walnut Creek Watershed) from Neighborhood Mixed Use and Mixed Use/Office to Multifamily land use. Staff Recommendation: To grant Multifamily land use. Planning Commission Recommendation: To grant Multifamily land use. Owners: HDF Investments, Ltd. (Helen Doris Clark Foster) and Behzad Bahrami. Applicant: JCI Residential, LLC (Sam Kumar). Agent: Alice Glasco Consulting (Alice Glasco). City Staff: Maureen Meredith, (512) 974-2695. District(s) Affected: District 4.",akgy-tbxy,http://austintexas.gov/department/city-council/2018/20180809-REG.htm#091
NPA-2019-0012.02,2019-12-05T00:00:00.000,94,Austin City Council,"NPA-2019-0012.02 - 3201 & 3203 Merrie Lynn Avenue, - Conduct a public hearing and approve an ordinance amending Ordinance No. 20020801-91, the Upper Boggy Creek Neighborhood Plan, an element of the Imagine Austin Comprehensive Plan, to change the land use designation on the future land use map (FLUM) on property locally known as 2804 Manor Road (formerly 3201 and 3203 Merrie Lynn Avenue) (Boggy Creek Watershed) from Multifamily to Mixed Use/Office land use. Staff recommendation and Planning Commission Recommendation: To grant Mixed Use/Office land use. Owner/Applicant: 3201 Merrie Lynn, LLC and David Bills. Agent: Drenner Group (Amanda Swor). City Staff: Maureen Meredith, (512) 974-2695. District(s) Affected: District 9.",akgy-tbxy,http://austintexas.gov/department/city-council/2019/20191205-REG.htm#094
NPA-2019-0012.02,2019-12-05T00:00:00.000,119,Austin City Council,"NPA-2019-0012.02 - 3201 & 3203 Merrie Lynn Avenue, - Conduct a public hearing and approve an ordinance amending Ordinance No. 20020801-91, the Upper Boggy Creek Neighborhood Plan, an element of the Imagine Austin Comprehensive Plan, to change the land use designation on the future land use map (FLUM) on property locally known as 2804 Manor Road (formerly 3201 Merrie Lynn Avenue) and 3203 Merrie Lynn Avenue (Boggy Creek Watershed) from Multifamily to Mixed Use/Office land use. Staff recommendation and Planning Commission Recommendation: To grant Mixed Use/Office land use. Owner/Applicant: 3201 Merrie Lynn, LLC and David Bills. Agent: Drenner Group (Amanda Swor). City Staff: Maureen Meredith, (512) 974-2695. District(s) Affected: District 9.",akgy-tbxy,http://austintexas.gov/department/city-council/2019/20191205-REG.htm#119
NPA-2019-0012.02,2020-02-20T00:00:00.000,69,Austin City Council,"NPA-2019-0012.02 - 3201 & 3203 Merrie Lynn Avenue, - Conduct a public hearing and approve an ordinance amending Ordinance No. 20020801-91, the Upper Boggy Creek Neighborhood Plan, an element of the Imagine Austin Comprehensive Plan, to change the land use designation on the future land use map (FLUM) on property locally known as 2804 Manor Road (formerly 3201 Merrie Lynn Avenue) and 3203 Merrie Lynn Avenue (Boggy Creek Watershed) from Multifamily to Mixed Use/Office land use. Staff recommendation and Planning Commission Recommendation: To grant Mixed Use/Office land use. Owner/Applicant: 3201 Merrie Lynn, LLC and David Bills. Agent: Drenner Group (Amanda Swor). City Staff: Maureen Meredith, (512) 974-2695. District(s) Affected: District 9.",akgy-tbxy,http://austintexas.gov/department/city-council/2020/20200220-REG.htm#069
NPA-2019-0012.02,2020-01-23T00:00:00.000,87,Austin City Council,"NPA-2019-0012.02 - 3201 & 3203 Merrie Lynn Avenue, - Conduct a public hearing and approve an ordinance amending Ordinance No. 20020801-91, the Upper Boggy Creek Neighborhood Plan, an element of the Imagine Austin Comprehensive Plan, to change the land use designation on the future land use map (FLUM) on property locally known as 2804 Manor Road (formerly 3201 Merrie Lynn Avenue) and 3203 Merrie Lynn Avenue (Boggy Creek Watershed) from Multifamily to Mixed Use/Office land use. Staff recommendation and Planning Commission Recommendation: To grant Mixed Use/Office land use. Owner/Applicant: 3201 Merrie Lynn, LLC and David Bills. Agent: Drenner Group (Amanda Swor). City Staff: Maureen Meredith, (512) 974-2695. District(s) Affected: District 9.",akgy-tbxy,http://austintexas.gov/department/city-council/2020/20200123-REG.htm#087
NPA-2020-0016.03,2020-12-10T00:00:00.000,94,Austin City Council,"NPA-2020-0016.03 - 1135 Gunter St. - Conduct a public hearing and approve second and third readings of an ordinance amending Ordinance No. 030327-12, the Govalle/Johnston Terrace Combined Neighborhood Plan, an element of the Imagine Austin Comprehensive Plan, to change the land use designation on the future land use map (FLUM) on property locally known as 1129 � and 1135 Gunter Street (Boggy Creek Watershed) from Commercial and Single Family to Mixed Use land use. Approved First Reading on December 3, 2020. Vote: 11-0. Owners/Applicants: 1135 Gunter Partners, LP (Tract 1) and Renaissance Family Properties, LP (Tract 2). Agent: Armbrust and Brown, PLLC (Michael Whellan). City Staff: Maureen Meredith, Housing and Planning Department, (512) 974-2695. District(s) Affected: District 3.",akgy-tbxy,http://austintexas.gov/department/city-council/2020/20201210-REG.htm#094
NPA-2020-0016.03,2020-12-03T00:00:00.000,65,Austin City Council,"NPA-2020-0016.03 - 1135 Gunter St. -Conduct a public hearing and approve an ordinance amending Ordinance No. 030327-12, the Govalle/Johnston Terrace Combined Neighborhood Plan, an element of the Imagine Austin Comprehensive Plan, to change the land use designation on the future land use map (FLUM) on property locally known as 1129 � and 1135 Gunter Street (Boggy Creek Watershed) from Commercial and Single Family to Mixed Use land use. Staff Recommendation and Planning Commission Recommendation: To grant Mixed Use land use. Owners/Applicants: 1135 Gunter Partners, LP (Tract 1) and Renaissance Family Properties, LP (Tract 2). Agent: Armbrust and Brown, PLLC (Michael Whellan). City Staff: Maureen Meredith, Housing and Planning Department, (512) 974-2695. District(s) Affected: District 3.",akgy-tbxy,http://austintexas.gov/department/city-council/2020/20201203-REG.htm#065
NPA-2020-0016.02,2020-12-03T00:00:00.000,67,Austin City Council,"NPA-2020-0016.02 - Trailhead Phase II -Conduct a public hearing and approve an ordinance amending Ordinance No. 030327-12, the Govalle/Johnston Terrace Combined Neighborhood Plan, an element of the Imagine Austin Comprehensive Plan, to change the land use designation on the future land use map (FLUM) on property locally known as 1101 Shady Lane (Boggy Creek Watershed) from Commercial to Mixed Use land use. Staff Recommendation and Planning Commission Recommendation: To grant Mixed Use land use. Owner/Applicant: SL4 Airport, LP (John Kiltz). Agent: Land Use Solutions, LLC (Michele Haussmann). City Staff: Maureen Meredith, Housing and Planning Department, (512) 974-2695. District(s) Affected: District 3.",akgy-tbxy,http://austintexas.gov/department/city-council/2020/20201203-REG.htm#067
NPA-2020-0017.02,2020-11-12T00:00:00.000,59,Austin City Council,"NPA-2020-0017.02- 902 Morrow Street - Conduct a public hearing and approve an ordinance amending Ordinance No. 040401-Z-2 the Crestview/Wooton Combined Neighborhood Plan, an element of the Imagine Austin Comprehensive Plan, to change the land use designation on the future land use map (FLUM) on property locally known as 902 and 904 Morrow Street (Waller Creek Watershed) from Single Family to Multifamily land use. Staff Recommendation and Planning Commission Recommendation: To grant Multifamily land use. Owner/Applicant: Vineway, LLC, (Tyler McReynolds). Agents: Thrower Design, LLC, (A. Ron Thrower and Victoria Haase). City Staff: Maureen Meredith, Housing and Planning Department (512) 974-2695. District(s) Affected: District 7.",akgy-tbxy,http://austintexas.gov/department/city-council/2020/20201112-REG.htm#059
C814-2018-0122,2020-09-17T00:00:00.000,73,Austin City Council,"C814-2018-0122 - Circuit of the Americas PUD - Conduct a public hearing and approve an ordinance amending City Code Title 25 by zoning property locally known as 9201 Circuit of the Americas Boulevard (Dry Creek and Maha Watersheds). Applicant Request: To zone from interim-rural residence (I-RR) district zoning to planned unit development (PUD) district. This ordinance may include waiver of fees, alternative funding methods, modifications of City regulations, and acquisition of property. Staff Recommendation: To grant planned unit development (PUD) district zoning, with conditions. Zoning and Platting Commission Recommendation: To grant planned unit development (PUD) district zoning, with additional conditions. Owner/Applicant: Circuit of the Americas, LLC. Agent: Metcalfe Wolff Stuart & Williams, LLP (Michele Rogerson Lynch). City Staff: Sherri Sirwaitis, 512-974-3057. District(s) Affected: District 2.",akgy-tbxy,http://austintexas.gov/department/city-council/2020/20200917-REG.htm#073
C814-2018-0122,2020-10-01T00:00:00.000,42,Austin City Council,"C814-2018-0122 - Circuit of the Americas PUD - Approve second and third readings of an ordinance amending City Code Title 25 by rezoning property locally known as 9201 Circuit of the Americas Boulevard (Dry Creek and Maha Watersheds). Applicant Request: To zone from interim-rural residence (I-RR) district zoning to planned unit development (PUD) district. This ordinance may include waiver of fees, alternative funding methods, modifications of City regulations, and acquisition of property. First reading approved planned unit development (PUD) district zoning, with conditions, on September 17, 2020. Vote: 10-0. Council Member Casar off the dais. Owner/Applicant: Circuit of the Americas, LLC. Agent: Metcalfe Wolff Stuart & Williams, LLP (Michele Rogerson Lynch). City Staff: Sherri Sirwaitis, 512-974-3057. District(s) Affected: District 2.",akgy-tbxy,http://austintexas.gov/department/city-council/2020/20201001-REG.htm#042
NPA-2020-0031.01,2020-06-11T00:00:00.000,68,Austin City Council,"NPA-2020-0031.01 - 8803 N Mopac SB -Conduct a public hearing and approve an ordinance amending Ordinance No. 20180823-082, the North Shoal Creek Neighborhood Plan, an element of the Imagine Austin Comprehensive Plan, to change the future land use designation on the future land use map (FLUM) on property locally known as 8803 N. MOPAC Expressway (Shoal Creek Watershed) from Industry to Commerce use land use. Staff Recommendation and Planning Commission Recommendation: To grant Commerce use land use. Applicant/Owner: SemMaterials Energy Partners LLC % BKEP Materials. Agent: Drenner Group (Amanda Swor). Staff: Maureen Meredith (512) 974-2695. District(s) Affected: District 10.",akgy-tbxy,http://austintexas.gov/department/city-council/2020/20200611-REG.htm#068
NPA-2019-0020.04,2020-01-23T00:00:00.000,73,Austin City Council,"NPA-2019-0020.04 - 600 Industrial - Approve third reading of an ordinance amending Ordinance No. 20050818-Z001, the South Congress Combined Neighborhood Plan, an element of the Imagine Austin Comprehensive Plan, to change the land use designation on the future land use map (FLUM) on property locally known as 600 Industrial Boulevard, (Blunn Creek Watershed) from Industry to Mixed Use land use. First Reading approved on November 14, 2019. Vote: 11-0. Second Reading approved on December 5, 2019. Vote: 10-1, Council Member Harper-Madison voted nay. Owner: KC 600 Industrial LLC (Mitchell S. Johnson). Agent: Smith Robertson, L.L.P. (David Hartman). City Staff: Jesse Gutierrez, (512) 974-1606. District(s) Affected: District 3.",akgy-tbxy,http://austintexas.gov/department/city-council/2020/20200123-REG.htm#073
NPA-2019-0020.04,2019-11-14T00:00:00.000,76,Austin City Council,"NPA-2019-0020.04 - 600 Industrial Blvd - Conduct a public hearing and approve an ordinance amending Ordinance No. 20050818-Z001, the South Congress Combined Neighborhood Plan, an element of the Imagine Austin Comprehensive Plan, to change the land use designation on the future land use map (FLUM) on property locally known as 600 Industrial Boulevard, (Blunn Creek Watershed) from Industry to Mixed Use land use. Staff recommendation and Planning Commission Recommendation: To Grant Mixed Use land use. Owner/Applicant: KC 600 Industrial LLC. Agent: David Hartman; Smith Robertson, L.L.P. City Staff: Jesse Gutierrez, (512) 974-1606. District(s) Affected: District 3.",akgy-tbxy,http://austintexas.gov/department/city-council/2019/20191114-REG.htm#076
NPA-2019-0020.04,2019-10-17T00:00:00.000,53,Austin City Council,"NPA-2019-0020.04 - 600 Industrial Blvd - Conduct a public hearing and approve an ordinance amending Ordinance No. 20050818-Z001, the South Congress Combined Neighborhood Plan, an element of the Imagine Austin Comprehensive Plan, to change the land use designation on the future land use map (FLUM) on property locally known as 600 Industrial Boulevard, (Blunn Creek Watershed) from Industry to Mixed Use land use. Staff recommendation: To Grant Mixed Use land use. Planning Commission Recommendation: To be reviewed October 8, 2019. Owner/Applicant: KC 600 Industrial LLC. Agent: David Hartman; Smith Robertson, L.L.P. City Staff: Jesse Gutierrez, (512) 974-1606. District(s) Affected: District 3.",akgy-tbxy,http://austintexas.gov/department/city-council/2019/20191017-REG.htm#053
NPA-2019-0020.04,2019-12-05T00:00:00.000,111,Austin City Council,"NPA-2019-0020.04 - 600 Industrial - Approve second and third readings of an ordinance amending Ordinance No. 20050818-Z001, the South Congress Combined Neighborhood Plan, an element of the Imagine Austin Comprehensive Plan, to change the land use designation on the future land use map (FLUM) on property locally known as 600 Industrial Boulevard, (Blunn Creek Watershed) from Industry to Mixed Use land use. First Reading approved on November 14, 2019. Vote: 11-0. Owner/Applicant: KC 600 Industrial LLC. Agent: David Hartman; Smith Robertson, L.L.P. City Staff: Jesse Gutierrez, (512) 974-1606. District(s) Affected: District 3.",akgy-tbxy,http://austintexas.gov/department/city-council/2019/20191205-REG.htm#111
NPA-2019-0020.04,2020-02-06T00:00:00.000,66,Austin City Council,"NPA-2019-0020.04 - 600 Industrial - Approve third reading of an ordinance amending Ordinance No. 20050818-Z001, the South Congress Combined Neighborhood Plan, an element of the Imagine Austin Comprehensive Plan, to change the land use designation on the future land use map (FLUM) on property locally known as 600 Industrial Boulevard, (Blunn Creek Watershed) from Industry to Mixed Use land use. First Reading approved on November 14, 2019. Vote: 11-0. Second Reading approved on December 5, 2019. Vote: 10-1, Council Member Harper-Madison voted nay. Owner: KC 600 Industrial LLC (Mitchell S. Johnson). Agent: Smith Robertson, L.L.P. (David Hartman). City Staff: Jesse Gutierrez, (512) 974-1606. District(s) Affected: District 3.",akgy-tbxy,http://austintexas.gov/department/city-council/2020/20200206-REG.htm#066
NPA-2019-0026.01,2019-06-20T00:00:00.000,128,Austin City Council,"NPA-2019-0026.01 - Phan Mobile Home Park -Conduct a public hearing and approve an ordinance amending Ordinance No. 20100624-110 the North Lamar Combined Neighborhood Plan, an element of the Imagine Austin Comprehensive Plan, to change the land use designation on the future land use map (FLUM) on property locally known as 711 West Powell Lane (Little Walnut Creek Watershed) from Mixed Use to Higher Density Single Family land use. Staff Recommendation and Planning Commission Recommendation: To grant Higher Density Single Family land use. Owner. Flores Narciso & Moises. Applicant: City of Austin, Planning & Zoning Dept. Staff: Maureen Meredith (512) 974-2695. District(s) Affected: District 4.",akgy-tbxy,http://austintexas.gov/department/city-council/2019/20190620-REG.htm#128
NPA-2018-0016.01,2018-12-13T00:00:00.000,68,Austin City Council,"NPA-2018-0016.01 - Sekrit Theater- Conduct a public hearing and approve an ordinance amending Ordinance No. 030327-12, the Govalle/Johnston Terrace Combined Neighborhood Plan, an element of the Imagine Austin Comprehensive Plan, to change the land use designation on the future land use map (FLUM) on property locally known as 1145 and1147 Perry Road (Boggy Creek Watershed) from Single Family to Higher Density Single Family land use. Staff Recommendation: To grant Higher Density Single Family land use. Planning Commission Recommendation: To grant Higher Density Single Family land use. Owner/Applicant: Beau Reichert. Agent: Matthew Lewis. City Staff: Maureen Meredith, (512) 974-2695. District(s) Affected: District 3.",akgy-tbxy,http://austintexas.gov/department/city-council/2018/20181213-REG.htm#068
NPA-2018-0016.01,2019-02-21T00:00:00.000,35,Austin City Council,"NPA-2018-0016.01 - Sekrit Theater - Approve second and third readings of an ordinance amending Ordinance No. 030327-12, the Govalle/Johnston Terrace Combined Neighborhood Plan, an element of the Imagine Austin Comprehensive Plan, to change the land use designation on the future land use map (FLUM) on property locally known as 1145 and 1147 Perry Road (Boggy Creek Watershed) from Single Family to Higher Density Single Family land use. First reading approved December 13, 2018 for Higher Density Single Family land use. Vote: 10-0 with Council Member Renteria absent. Owner/Applicant: Beau Reichert. Agent: Matthew Lewis. City Staff: Maureen Meredith, (512) 974-2695. District(s) Affected: District 3.",akgy-tbxy,http://austintexas.gov/department/city-council/2019/20190221-REG.htm#035
NPA-2018-0016.01,2018-11-01T00:00:00.000,38,Austin City Council,"NPA-2018-0016.01 - Sekrit Theater- Conduct a public hearing and approve an ordinance amending Ordinance No. 030327-12, the Govalle/Johnston Terrace Combined Neighborhood Plan, an element of the Imagine Austin Comprehensive Plan, to change the land use designation on the future land use map (FLUM) on property locally known as 1145 and1147 Perry Road (Boggy Creek Watershed) from Single Family to Higher Density Single Family land use. Staff Recommendation: To grant Higher Density Single Family land use. Planning Commission Recommendation: To be reviewed on November 13, 2018. Owner/Applicant: Beau Reichert. Agent: Matthew Lewis. City Staff: Maureen Meredith, (512) 974-2695. District(s) Affected: District 3.",akgy-tbxy,http://austintexas.gov/department/city-council/2018/20181101-REG.htm#038
C814-2018-0121,2020-08-27T00:00:00.000,116,Austin City Council,"C814-2018-0121 - 218 S. Lamar -Conduct a public hearing and approve an ordinance amending City Code Title 25 by rezoning property locally known as 218 South Lamar Boulevard ( Lady Bird Lake Watershed) Applicant Request: To rezone from general commercial services-vertical mixed use building (CS-V) combining district zoning to planned unit development (PUD) combining district zoning. Staff Recommendation and Planning Commission Recommendation: To grant planned unit development (PUD) combining district zoning. This ordinance may include waiver of fees, alternative funding methods, modifications of City regulations, and acquisition of property. Owner/Applicant: Michael Pfluger, William Reid Pfluger & the Pfluger Spousal Irrevocable Trust Agent: Drenner Group PC (Amanda Swor). City Staff: Heather Chaffin, 512-974-2122. District(s) Affected: District 5.",akgy-tbxy,http://austintexas.gov/department/city-council/2020/20200827-REG.htm#116
C814-2018-0121,2020-12-10T00:00:00.000,87,Austin City Council,"C814-2018-0121 - 218 S. Lamar - Conduct a public hearing and approve second and third readings of an ordinance amending City Code Title 25 by rezoning property locally known as 218 South Lamar Boulevard (Lady Bird Lake Watershed). Applicant's request: To rezone from general commercial services-vertical mixed use building (CS-V) combining district zoning to planned unit development (PUD) district zoning, with conditions. This ordinance may include waiver of fees, alternative funding methods, modifications of City regulations, and acquisition of property. First reading approved on September 17, 2020. Vote 7-4, Council Members Alter, Kitchen, Pool, Tovo - nay. Owner/Applicant: Michael Pfluger, William Reid Pfluger & the Pfluger Spousal Irrevocable Trust. Agent: Drenner Group PC (Amanda Swor). City Staff: Heather Chaffin, 512-974-2122. District(s) Affected: District 5.",akgy-tbxy,http://austintexas.gov/department/city-council/2020/20201210-REG.htm#087
C814-2018-0121,2020-02-06T00:00:00.000,81,Austin City Council,"C814-2018-0121 - 218 S. Lamar -Conduct a public hearing and approve an ordinance amending City Code Title 25 by rezoning property locally known as 218 South Lamar Boulevard ( Lady Bird Lake Watershed) from general commercial services-vertical mixed use building-neighborhood plan (CS-V-NP) combining district zoning to planned unit development-neighborhood plan (PUD-NP) combining district zoning. Staff Recommendation: To grant planned unit development-neighborhood plan (PUD-NP) combining district zoning. This ordinance may include waiver of fees, alternative funding methods, modifications of City regulations, and acquisition of property. Planning Commission Recommendation: To be reviewed January 28, 2020. Owner/Applicant: Michael Pfluger, William Reid Pfluger & the Pfluger Spousal Irrevocable Trust Agent: Drenner Group PC (Amanda Swor). City Staff: Heather Chaffin, 512-974-2122. District(s) Affected: District 5.",akgy-tbxy,http://austintexas.gov/department/city-council/2020/20200206-REG.htm#081
C814-2018-0121,2020-03-26T00:00:00.000,71,Austin City Council,"C814-2018-0121 - 218 S. Lamar -Conduct a public hearing and approve an ordinance amending City Code Title 25 by rezoning property locally known as 218 South Lamar Boulevard ( Lady Bird Lake Watershed) from general commercial services-vertical mixed use building-neighborhood plan (CS-V-NP) combining district zoning to planned unit development-neighborhood plan (PUD-NP) combining district zoning. Staff Recommendation: To grant planned unit development-neighborhood plan (PUD-NP) combining district zoning. This ordinance may include waiver of fees, alternative funding methods, modifications of City regulations, and acquisition of property. Planning Commission Recommendation: To be reviewed March 24, 2020. Owner/Applicant: Michael Pfluger, William Reid Pfluger & the Pfluger Spousal Irrevocable Trust Agent: Drenner Group PC (Amanda Swor). City Staff: Heather Chaffin, 512-974-2122. District(s) Affected: District 5.",akgy-tbxy,http://austintexas.gov/department/city-council/2020/20200326-REG.htm#071
