Zoning Case: C14-2014-0112
Meeting Date: 2014-11-20T00:00:00.000
Agenda Item: 151
Source URL: http://austintx.swagit.com/play/45649/0/
================================================================================

[0.00s -> 7.00s]  I think we take those together.
[2055.00s -> 2060.00s]  There is a clear correlation to the developing properties on southwest Parkway and Baker Road,
[2060.00s -> 2066.00s]  upstream from my home, at my community, that is contributing to the flooding in my neighborhood.
[2066.00s -> 2071.00s]  I would also like to say that our property and community has endured flooding issues.
[2071.00s -> 2079.00s]  The entire time I've lived there, as you've heard from my neighbors, I used to joke that we lived on a moat with two rivers that flowed down the side of my house,
[2079.00s -> 2085.00s]  but I can assure you at this point in time, nothing is no longer a joke.
[2085.00s -> 2091.00s]  Clearly, to address this issue, we purchased flood insurance starting in 2004.
[2091.00s -> 2095.00s]  We were aware that this was going to eventually happen.
[2095.00s -> 2098.00s]  And as we have developed, it's clear that it has.
[2098.00s -> 2100.00s]  We have one entrance.
[2100.00s -> 2103.00s]  This is not just a personal issue for one single homeowner.
[2103.00s -> 2110.00s]  We have one entrance and exit point into our neighborhood, which crosses over the Gaines Ranch Creek,
[2110.00s -> 2116.00s]  and it's consistently overrun, especially in the last year with water, any time we have significant rainfall,
[2116.00s -> 2121.00s]  obviously impacting the potential of EMS fire and everybody else coming in and out of our community.
[2122.00s -> 2129.00s]  It is at my request that you deny building development permits in the Southwest Parkway, Vega Road.
[2129.00s -> 2138.00s]  Just from the simple medical Parkway that was consented to, clearly it's not theoretical, it does affect our community.
[2138.00s -> 2147.00s]  I attended the community meeting put on by the city's watershed team who has been studying the flooding in our neighborhood last September.
[2147.00s -> 2153.00s]  And if I heard them correctly, they suggested it was going to cost upwards of $10 million to fix our flooding issues in our community.
[2153.00s -> 2160.00s]  You may not know where the budget is going to come from to address this issue, but you can definitely vote against this development.
[2160.00s -> 2161.00s]  Thank you.
[2161.00s -> 2162.00s]  And making our flooding worse.
[2162.00s -> 2163.00s]  Thanks.
[2163.00s -> 2164.00s]  Thank you.
[2164.00s -> 2165.00s]  Bernie.
[2165.00s -> 2166.00s]  Bernie.
[2170.00s -> 2172.00s]  Let's be three minutes.
[2172.00s -> 2174.00s]  Hi.
[2175.00s -> 2178.00s]  My life changed last year.
[2178.00s -> 2189.00s]  I had a neighbor, it was locked in my house in November when it started raining, and I had about four and a half water outside my house.
[2189.00s -> 2193.00s]  I had about eight inches of water all throughout my house.
[2193.00s -> 2200.00s]  I had a neighbor who had come to help me when I saw my house was going to flood to help start putting stuff up.
[2201.00s -> 2211.00s]  Escaped through my bedroom window with the fire truck trying to get into the neighborhood yelling that I needed to evacuate because it was flash flooding.
[2211.00s -> 2217.00s]  You have no idea, I promise you, you have no idea how much water we're talking about.
[2217.00s -> 2226.00s]  I never understood the significance of flash flooding and the amount of water that hits your house in no time at all.
[2227.00s -> 2230.00s]  My car got totaled.
[2230.00s -> 2231.00s]  I'm a teacher.
[2231.00s -> 2236.00s]  I bought this house five years ago and thought I made a really good investment.
[2236.00s -> 2249.00s]  And right now, I have sleepless nights, not just when it's going to rain, but when I think about the payments on my house and the responsibility to the neighborhood, it has devastated my life.
[2249.00s -> 2253.00s]  And I beg of you to please think about it.
[2253.00s -> 2260.00s]  I know it's late in the morning, but I beg of you to please look at this very carefully before we get into more trouble.
[2260.00s -> 2263.00s]  I hurt my leg, walking in water.
[2263.00s -> 2269.00s]  My neighbors caught us when we jumped out the window, and I landed in four feet of water.
[2269.00s -> 2277.00s]  I don't think you really understand how bad it is, and I don't think that the people who are developing really understand what we're dealing with.
[2277.00s -> 2286.00s]  They're very casual, and the words they use do not rain through the panic that we live in our neighborhood when it starts raining.
[2286.00s -> 2288.00s]  I've canceled trips.
[2288.00s -> 2296.00s]  It's just too much, and so please consider this care very, very carefully.
[2296.00s -> 2300.00s]  I thank you.
[2301.00s -> 2304.00s]  Paula Cox.
[2304.00s -> 2306.00s]  Paula Cox.
[2310.00s -> 2313.00s]  Is Sage Walker here?
[2313.00s -> 2316.00s]  So you have it for six minutes.
[2316.00s -> 2317.00s]  Thank you.
[2317.00s -> 2318.00s]  I'm Paula Cox.
[2318.00s -> 2319.00s]  Good morning, everyone.
[2319.00s -> 2321.00s]  I was with Veronique in her house.
[2321.00s -> 2327.00s]  I went over Veronique who just spoke, and it was really traumatic.
[2327.00s -> 2330.00s]  And there are many neighbors who cannot be here.
[2330.00s -> 2337.00s]  It's most difficult for those people that are elderly or have a newborn baby.
[2337.00s -> 2343.00s]  We had a two-week-old newborn, had my neighbor gone into labor the night of the flood.
[2343.00s -> 2346.00s]  Two weeks later, no one could have come in or out.
[2346.00s -> 2349.00s]  She would have had the baby at home.
[2349.00s -> 2356.00s]  I believe that couple owned the house for one month before it flooded, and there was water throughout their house just rushing through the house.
[2357.00s -> 2364.00s]  I've lived in my house close to 30 years at 5607 Oak Boulevard.
[2364.00s -> 2369.00s]  You know, there used to be nothing where this development is going in, and I know the land very well.
[2369.00s -> 2374.00s]  I rode horses there for about 15 years on a regular basis.
[2374.00s -> 2383.00s]  It's land that's porous rock, and often on the face of the rocks, you could see water seeping out even on a hot summer day.
[2383.00s -> 2384.00s]  It's very wet.
[2384.00s -> 2386.00s]  It doesn't absorb a lot of water.
[2386.00s -> 2389.00s]  We just get all that sheet flow coming down to us.
[2389.00s -> 2399.00s]  And the watershed protection folks, when we went to the meeting, said, you know, it can't be measured, and you've received a letter from me asking the question,
[2399.00s -> 2404.00s]  if it can't be measured, then how can we say, you know, that they're not making it worse?
[2404.00s -> 2406.00s]  We know it's worse.
[2406.00s -> 2410.00s]  My house has had water in it three times in the last year.
[2410.00s -> 2412.00s]  It's scary.
[2412.00s -> 2414.00s]  It's costly.
[2414.00s -> 2419.00s]  We're a very self-reliant group of people that have lived there a long time.
[2419.00s -> 2423.00s]  And, you know, I don't have any receipts for any repairs on my house.
[2423.00s -> 2426.00s]  I've had crews of neighbors coming and helping.
[2426.00s -> 2427.00s]  Very neat.
[2427.00s -> 2431.00s]  Probably had 15 people in her house helping her.
[2431.00s -> 2439.00s]  And, you know, some people did call in agencies, you know, flood remedy companies after the flooding and have receipts.
[2439.00s -> 2444.00s]  But others of us just had our lives turned upside down.
[2444.00s -> 2454.00s]  So I'm just asking you not to give any more building permits until the watershed study is complete.
[2454.00s -> 2457.00s]  The date keeps getting pushed back.
[2457.00s -> 2462.00s]  I'm going to jump back because I'm skipping around, but I'm getting emotional about it.
[2463.00s -> 2470.00s]  But the families in our neighborhood that were most impacted and had to move out of our neighborhood for months
[2470.00s -> 2476.00s]  with small children, family members with disabilities,
[2476.00s -> 2482.00s]  elderly people, it has changed everything in our neighborhood.
[2482.00s -> 2489.00s]  And there have been a few minor things done by the city, but never what was promised to us
[2489.00s -> 2494.00s]  and has been being promised to us for years and years.
[2494.00s -> 2498.00s]  And we're active. We are up here. You have all seen us here.
[2498.00s -> 2504.00s]  We are doing what we can, but we can only do so much.
[2504.00s -> 2509.00s]  I have an engineer representing me, Brian Baird, and he's going to be speaking in just a minute,
[2509.00s -> 2511.00s]  but he's come and looked at this situation.
[2511.00s -> 2518.00s]  And he did bring to light some things that, you know, we just didn't know because we're not professionals
[2518.00s -> 2525.00s]  to understand, you know, how drainage containment system should look.
[2525.00s -> 2530.00s]  But I'm just asking you, and Mayor Lefingwell, you mentioned your wife
[2530.00s -> 2533.00s]  and how she loves her cat, you know.
[2533.00s -> 2535.00s]  You have been here a long time.
[2535.00s -> 2537.00s]  Yes, I know. I know.
[2537.00s -> 2546.00s]  But, you know, if you can't put yourselves in our shoes, it's really, this is our lives.
[2546.00s -> 2551.00s]  And we're asking for your help. We're just asking you to just hold off,
[2551.00s -> 2555.00s]  not to never develop an Oak Hill. You know, that's not what we want.
[2555.00s -> 2564.00s]  We're just asking that you not issue any more zoning changes or any more building permits
[2564.00s -> 2574.00s]  until this water flow from uphill of Oak Acres that's flowing into the Gaines Creek tributary gets studied.
[2575.00s -> 2582.00s]  The flash flooding occurs, yes, we get that, but flash flooding has been occurring for a long time.
[2582.00s -> 2586.00s]  We had in the late 90s, I think it was, 13 inches of rain.
[2586.00s -> 2589.00s]  I had no water in my house at all.
[2589.00s -> 2593.00s]  You know, and what's changed is the development upstream.
[2593.00s -> 2596.00s]  The creek hasn't changed. It's the same creek, it's always been.
[2596.00s -> 2601.00s]  And it does every now and then flow over the road, and we just deal with that.
[2601.00s -> 2606.00s]  There's no going in or out.
[2606.00s -> 2614.00s]  Just in terms of personally what my hope would be, it would be that a survey would be done
[2614.00s -> 2621.00s]  of the area looking at different elevations and determining what is the impact of all that water
[2621.00s -> 2628.00s]  that's coming downhill and how they've concentrated it where it all comes from one place and comes
[2628.00s -> 2631.00s]  all at once in a surge.
[2631.00s -> 2636.00s]  So please just deny the building permits, just put it on hold
[2636.00s -> 2639.00s]  and give us more information and keep us in the loop.
[2639.00s -> 2644.00s]  We're interested and we're involved and we will do what we can to help,
[2644.00s -> 2648.00s]  but I just don't know what more any of us can do.
[2648.00s -> 2651.00s]  And I know that a lot of my neighbors would have loved to have been here
[2651.00s -> 2656.00s]  and were here earlier and just were not able to stay and I wish they had been able to.
[2656.00s -> 2659.00s]  Thank you.
[2659.00s -> 2662.00s]  Brian Baird.
[2662.00s -> 2665.00s]  Sandy Andrew is here.
[2665.00s -> 2666.00s]  Good morning.
[2666.00s -> 2667.00s]  Michael.
[2667.00s -> 2668.00s]  My name is...
[2668.00s -> 2669.00s]  Hold on just a second.
[2669.00s -> 2670.00s]  I'm sorry.
[2670.00s -> 2673.00s]  Michael Swanson is here here.
[2673.00s -> 2676.00s]  Okay, so you have... I'm trying to figure out how much time you have.
[2676.00s -> 2677.00s]  Nine minutes.
[2677.00s -> 2680.00s]  My name is Brian Baird. I'm a civil engineer.
[2680.00s -> 2685.00s]  I'm a Texas registered professional engineer and I do floodplain modeling.
[2685.00s -> 2690.00s]  And I was asked to come out and meet the neighbors in the neighborhood
[2690.00s -> 2694.00s]  and walk around doing inspection and we walked around for a few hours
[2694.00s -> 2700.00s]  and walked up and down the creek and they had a lot of anecdotal evidence,
[2700.00s -> 2705.00s]  a lot of anecdotal stories of flooding and I wasn't exactly sure what the problem was.
[2705.00s -> 2711.00s]  They gave me information that came from the water and working on this for some time.
[2711.00s -> 2717.00s]  And so I took all this and I went home and I opened up the City of Austin flood probe
[2717.00s -> 2724.00s]  and I was looking at the floodplain and it was just like Duane Cobb said here 10, 15 minutes ago
[2724.00s -> 2731.00s]  that the FEMA floodplain ends right there at Parkwood Drive in 290.
[2731.00s -> 2740.00s]  So tomorrow look on the FEMA panel for Parkwood in 290 and you'll see it'll have written on the FEMA mat.
[2740.00s -> 2743.00s]  It'll say limits of detailed study.
[2743.00s -> 2746.00s]  And that water is not accounted for.
[2746.00s -> 2751.00s]  They've modeled the creek, gained creek based on the basin,
[2751.00s -> 2756.00s]  feeding that side of the creek, but they have unregulated flow,
[2756.00s -> 2763.00s]  obviously coming from Williamson Creek and it's not accounted for.
[2763.00s -> 2768.00s]  And it's significant because if you look at the map it's half of the creek
[2768.00s -> 2774.00s]  basically forks off and half goes towards gained creek and half goes towards Williamson Creek.
[2774.00s -> 2778.00s]  And it just doesn't seem to be accounted for in any of the models.
[2778.00s -> 2784.00s]  And when I spoke to people in the office today at the flood protection office they sort of said,
[2784.00s -> 2787.00s]  yeah, well, we're sort of looking at that.
[2787.00s -> 2792.00s]  But I think it's one of the deals where everything is going so fast that they can never stop.
[2792.00s -> 2797.00s]  And something like this, you have to stop and you have to look at what are the future land uses,
[2797.00s -> 2804.00s]  what are the densities and how are they conveying the water from these detention ponds to the floodplain.
[2804.00s -> 2811.00s]  Because they're having other problems where the detention ponds are collecting all the water and it's come gushing out at some office
[2811.00s -> 2816.00s]  and there's not sufficient downstream drainage evens.
[2816.00s -> 2823.00s]  So combined with the upstream problems they're having and the floodplain issue,
[2823.00s -> 2831.00s]  I would recommend against making any changes until they finish analyzing that floodplain and they could tell you definitively.
[2831.00s -> 2839.00s]  Because there's three residential streets that cross that floodplain and they all have two or three feet of water on them when it rains.
[2839.00s -> 2842.00s]  And that's a health and safety issue.
[2842.00s -> 2843.00s]  Thank you.
[2843.00s -> 2849.00s]  So if you're an engineer, if you recommend not making any changes until they...
[2849.00s -> 2852.00s]  I'm totally deaf, you're on there, I'm sorry.
[2852.00s -> 2853.00s]  I'm reading it.
[2853.00s -> 2859.00s]  All right, you said you recommend not making any changes, right?
[2859.00s -> 2870.00s]  But by right they already have the right to build more impervious cover than they're proposing with this change.
[2871.00s -> 2880.00s]  So if you don't make a change they could build with more impervious cover than they're proposing tonight.
[2880.00s -> 2884.00s]  And I saw that they're going from 35 to 28%.
[2884.00s -> 2889.00s]  And they said that it's going to straddle the watersheds.
[2889.00s -> 2897.00s]  I'm very new to the big picture problem I'm focused on just their little neighborhood but I listened and I did take note of that.
[2897.00s -> 2901.00s]  But it's kind of where they're going to detain the water and where that's going to go.
[2901.00s -> 2904.00s]  I just want to make sure you need a...
[2904.00s -> 2907.00s]  Rodney Baker?
[2914.00s -> 2916.00s]  Thank you.
[2916.00s -> 2923.00s]  I had a meeting with Danny Miller of the PE for LGA Engineering who's the engineer for this project.
[2923.00s -> 2929.00s]  He was also the engineer for... his firm was for the Southwest Medical Complex there.
[2929.00s -> 2936.00s]  And he's also the engineer for the 450 unit that y'all approved about a year ago.
[2936.00s -> 2940.00s]  And all three of those properties drain into our subdivision.
[2940.00s -> 2947.00s]  Right now only one of those projects is done that his company designed, which is Southwest Medical Complex.
[2947.00s -> 2952.00s]  And that complex is flooding our property.
[2952.00s -> 2959.00s]  We had a flood on the 10th of October 13th, 2013.
[2959.00s -> 2964.00s]  We had one on October 31st, 2013.
[2964.00s -> 2968.00s]  And we had one on September the 17th, 2014.
[2968.00s -> 2973.00s]  And all of these floods that happened is after that project was complete.
[2973.00s -> 2978.00s]  So the water comes into a holding tank for SOS.
[2978.00s -> 2981.00s]  Then it goes over into the tension pond.
[2981.00s -> 2983.00s]  And then it shoots out in one place.
[2983.00s -> 2987.00s]  So it used to come down the whole hill and slide down.
[2987.00s -> 2993.00s]  If you look at this map, you're going to have 750 unit apartments, the two projects together.
[2993.00s -> 2997.00s]  All of those properties also flood into our neighborhood.
[2997.00s -> 3000.00s]  So all we're asking is, let's get to the bottom of this.
[3000.00s -> 3003.00s]  Let's figure out before the flooding gets washed.
[3003.00s -> 3013.00s]  In September of 2010, Hurricane Hermione, or however you say it, came through Austin.
[3013.00s -> 3017.00s]  And Camp Mary said we had 13 inches of rain.
[3017.00s -> 3021.00s]  Well, I've lived there for 14 years, which means I was there in 2010.
[3021.00s -> 3025.00s]  And the water did not come over our road with 13 inches of rain.
[3025.00s -> 3030.00s]  What has changed since then, the Southwest Parkway Medical Complex is up there.
[3030.00s -> 3033.00s]  And then you're going to have 750 more apartments up there.
[3033.00s -> 3035.00s]  And all of this is going to drain in.
[3035.00s -> 3039.00s]  I just don't see how it's going to get any better.
[3039.00s -> 3042.00s]  The road has been closed three times since I've lived there.
[3042.00s -> 3045.00s]  And they've all been in the last 11 months.
[3045.00s -> 3050.00s]  And the common denominator is that medical complex has been open.
[3050.00s -> 3053.00s]  This engineering firm designed that project.
[3053.00s -> 3055.00s]  And they're going to design the next two.
[3055.00s -> 3060.00s]  And I just don't have a whole lot of faith in their design capabilities and what they tell us.
[3060.00s -> 3063.00s]  They say we can't make it worse, but it is worse.
[3063.00s -> 3065.00s]  It's obvious that it's worse.
[3065.00s -> 3069.00s]  And I just don't see how they can back their numbers up.
[3069.00s -> 3072.00s]  I just don't have faith in what they're telling you.
[3072.00s -> 3076.00s]  So that's all I have to say.
[3077.00s -> 3080.00s]  Laurie Willis.
[3087.00s -> 3088.00s]  Hi.
[3088.00s -> 3093.00s]  I really don't have anything to add to what's been said because it would just be repetitive at this point.
[3093.00s -> 3094.00s]  And it's really, really late.
[3094.00s -> 3099.00s]  But I do want to make an observation that hasn't been mentioned.
[3099.00s -> 3105.00s]  All of these people that were flooded and moved out for four months, five months,
[3105.00s -> 3108.00s]  didn't have flood insurance.
[3108.00s -> 3109.00s]  Why?
[3109.00s -> 3112.00s]  Because we're not in a floodplain.
[3112.00s -> 3114.00s]  But we are now.
[3114.00s -> 3118.00s]  Thank you.
[3118.00s -> 3121.00s]  I believe that's everyone.
[3121.00s -> 3127.00s]  Clark and City Clerk could you verify that everyone has signed up on 150N.
[3127.00s -> 3132.00s]  I just worked off of 150, assuming they're the same.
[3133.00s -> 3137.00s]  Well, maybe it's easier to say if there's anyone who signed up to speak,
[3137.00s -> 3144.00s]  and I haven't called your name on 150 and 151, now would be the time to say so.
[3144.00s -> 3145.00s]  All right.
[3145.00s -> 3150.00s]  We'll take up first item 150, which is the flum item.
[3150.00s -> 3161.00s]  Both of these are ready for first reading only.
[3161.00s -> 3168.00s]  Yes, rebuttal again.
[3168.00s -> 3169.00s]  I'm sorry.
[3169.00s -> 3170.00s]  I have to keep doing rebuttal.
[3170.00s -> 3171.00s]  No.
[3171.00s -> 3172.00s]  Three minutes.
[3172.00s -> 3173.00s]  Three minutes.
[3173.00s -> 3174.00s]  I'll be less than that.
[3174.00s -> 3175.00s]  Yes.
[3175.00s -> 3178.00s]  The flooding problems are very serious and we have never made light of those.
[3178.00s -> 3182.00s]  As a matter of fact, when we heard more at our O-Hand Neighborhood Plan meeting,
[3182.00s -> 3186.00s]  we went and met with individuals of both neighborhoods, O-Cakers and O-Park,
[3186.00s -> 3190.00s]  with our engineer who is here tonight, who is very familiar with all the problems in this area.
[3191.00s -> 3193.00s]  And we also talked with city staff.
[3193.00s -> 3197.00s]  And I also beg city staff to come here today so that they could educate you on this as well.
[3197.00s -> 3200.00s]  So I don't want anyone to think that we've made light of the issue.
[3200.00s -> 3202.00s]  I do believe there's a flooding problem.
[3202.00s -> 3208.00s]  I do believe they've had some major rain events in the last year, but it's a regional solution.
[3208.00s -> 3212.00s]  And it's not something that our particular project can solve on its own.
[3212.00s -> 3215.00s]  We are doing what we can, which is what we promise to do to the neighborhood,
[3215.00s -> 3221.00s]  which is to over detain the detention on our site.
[3221.00s -> 3225.00s]  If anything, maybe this will help you to advance the study and get that done more quickly
[3225.00s -> 3227.00s]  than probably what's on the books today with staff.
[3227.00s -> 3230.00s]  And I urge you to do that.
[3230.00s -> 3236.00s]  Quite simplistically, this request is to make for a better project for the city and for the environment.
[3236.00s -> 3238.00s]  It's going to reduce impervious cover.
[3238.00s -> 3241.00s]  It's going to provide SOS water quality.
[3241.00s -> 3243.00s]  It's going to provide heritage tree protection.
[3243.00s -> 3247.00s]  Commercial landscape ordinance and it's going to over detain of detention.
[3247.00s -> 3252.00s]  If I am not allowed to have the zoning change for this property, the property owner,
[3252.00s -> 3258.00s]  I represent the buyer, will just simply go out and build what they're allowed to do under 1985 rules,
[3258.00s -> 3263.00s]  which some may argue may be better or worse, but the reality is it's more impervious cover and it's more runoff.
[3263.00s -> 3266.00s]  So we don't think that's a better solution.
[3266.00s -> 3271.00s]  We just heard this week from another apartment complex who has some concerns with us.
[3272.00s -> 3277.00s]  They've asked to keep the public hearing open for the next hearing in December 11th.
[3277.00s -> 3281.00s]  I've reminded them that the restrictive covenant is postponed and still has a public hearing,
[3281.00s -> 3286.00s]  so there is an opportunity to do that then I don't think that these items need to remain open.
[3286.00s -> 3289.00s]  We're happy to continue working with them since we just heard from them this week,
[3289.00s -> 3292.00s]  and I'm fairly confident that we can resolve those concerns.
[3292.00s -> 3295.00s]  And our engineer is here if you'd like to ask them some questions.
[3295.00s -> 3296.00s]  Thank you for your time.
[3296.00s -> 3301.00s]  I have one about the, it sounds to me like it's not a flooding problem at all.
[3301.00s -> 3303.00s]  It's a drainage problem.
[3303.00s -> 3306.00s]  So you're not in the floodplain, right?
[3306.00s -> 3310.00s]  But it's just the fact that you're getting the runoff from other areas.
[3310.00s -> 3313.00s]  The flood maps have changed, but I'll defer to the experts on that.
[3316.00s -> 3320.00s]  If you want to come up and answer that question, please say so.
[3320.00s -> 3331.00s]  I'm only okay on the neighborhood planning contact team, and Brian Reese was our president for a while,
[3331.00s -> 3333.00s]  and he works for SB Engineering.
[3333.00s -> 3338.00s]  They are the ones that did the design for the watershed protection people,
[3338.00s -> 3343.00s]  and from what he told me that this area is going to be in the floodplain,
[3343.00s -> 3346.00s]  it just isn't yet but the federal government.
[3346.00s -> 3348.00s]  So there's that one strip that goes through there.
[3348.00s -> 3353.00s]  The Gaines Creek tributary is going to be in the floodplain, and it's pretty wide.
[3353.00s -> 3361.00s]  Usually the way that works is the city's watershed protection department will redefine a floodplain,
[3361.00s -> 3365.00s]  and then they'll go apply it to FEMA later.
[3365.00s -> 3370.00s]  And oftentimes there's a substantial time lag between the city,
[3370.00s -> 3375.00s]  but if the city puts it in the floodplain, it's effectively in the floodplain
[3375.00s -> 3377.00s]  as far as we're concerned.
[3377.00s -> 3378.00s]  Okay.
[3379.00s -> 3382.00s]  Many of us are not in that good floodplain.
[3382.00s -> 3383.00s]  Right.
[3385.00s -> 3389.00s]  Yes, that is the right clarification that I wanted to make.
[3389.00s -> 3395.00s]  We have completed our study of the floodplain, of the Gaines Creek tributary.
[3395.00s -> 3401.00s]  A lot of the properties we've identified, I think, up to 40 that are at flood risk in this area,
[3401.00s -> 3403.00s]  but there always has been a floodplain there.
[3403.00s -> 3406.00s]  We have studied and mapped that now.
[3406.00s -> 3410.00s]  We have not submitted it to FEMA, as the mayor just said,
[3410.00s -> 3415.00s]  but that study is complete, and we're moving forward with the preliminary engineering solutions
[3415.00s -> 3417.00s]  that can be done in this area.
[3417.00s -> 3420.00s]  So you did anticipate it would be in the floodplain in the future?
[3420.00s -> 3421.00s]  I'm sorry.
[3421.00s -> 3424.00s]  Do you anticipate it'll be in the floodplain then in the future?
[3424.00s -> 3425.00s]  Yes.
[3425.00s -> 3426.00s]  The homes are currently in the floodplain.
[3426.00s -> 3427.00s]  They've always been on the floodplain.
[3427.00s -> 3430.00s]  We've mapped those limits to our current engineering standards.
[3431.00s -> 3433.00s]  And they are at flood risk.
[3434.00s -> 3435.00s]  Okay.
[3436.00s -> 3437.00s]  Thank you.
[3440.00s -> 3441.00s]  Councilor Roddick.
[3441.00s -> 3442.00s]  I have to be clear.
[3442.00s -> 3449.00s]  So the site that we're talking about, is there a risk that that would be in the floodplain?
[3449.00s -> 3451.00s]  I mean, nor is it?
[3453.00s -> 3454.00s]  Come on back.
[3455.00s -> 3462.00s]  If the Councilor Roddick asks the track in question,
[3462.00s -> 3469.00s]  where the zoning changes being requested, is that in the floodplain also?
[3469.00s -> 3474.00s]  The tracks in question are at the very top of the water of this sub watershed
[3474.00s -> 3476.00s]  of the Gaines Creek tributary.
[3476.00s -> 3477.00s]  Okay.
[3477.00s -> 3481.00s]  So there would not be, there's no likelihood that they, under any scenario,
[3481.00s -> 3483.00s]  that they would be in the floodplain in the future?
[3483.00s -> 3486.00s]  The floodplain, usually aren't triggered until I think after 64 acres.
[3486.00s -> 3490.00s]  So they're at the very top and there wouldn't be a floodplain map to there.
[3490.00s -> 3491.00s]  Okay.
[3491.00s -> 3492.00s]  Got it.
[3492.00s -> 3496.00s]  And the property track breaks into different watersheds as well.
[3496.00s -> 3497.00s]  Some portions go to Barton.
[3497.00s -> 3500.00s]  Worship's go to Williamson and this goes to Barton.
[3500.00s -> 3501.00s]  Right.
[3501.00s -> 3502.00s]  Right.
[3502.00s -> 3507.00s]  But before you go, as I speculated earlier, you could be not in the floodplain
[3507.00s -> 3511.00s]  but you could still have a drainage problem, drainage problem, run out of the problem.
[3511.00s -> 3512.00s]  That's correct.
[3512.00s -> 3516.00s]  So there's a high potential for runoff in the Oak Hill area just because it's rocky
[3516.00s -> 3517.00s]  and hilly.
[3517.00s -> 3523.00s]  There is a lot of flow that spreads in and about properties as sheet flow so that,
[3523.00s -> 3524.00s]  yes, that is correct.
[3524.00s -> 3525.00s]  You could be without it.
[3525.00s -> 3527.00s]  Not in the floodplain but still flood.
[3527.00s -> 3528.00s]  Okay.
[3528.00s -> 3532.00s]  Councillor Morrison.
[3532.00s -> 3539.00s]  So you know, earlier today we adopted on consent two items to deal with the neighborhood
[3539.00s -> 3544.00s]  that's having a lot of flooding problems, the South Lamar neighborhood.
[3544.00s -> 3549.00s]  We, one of the items is a resolution to do the usual stuff that you're hearing
[3549.00s -> 3553.00s]  about which is you got to do a study to find out what the flooding problems and drainage
[3553.00s -> 3556.00s]  problems are and what your CIP should be.
[3556.00s -> 3565.00s]  And then the other one was to set us up to consider interim drainage regulations
[3566.00s -> 3568.00s]  for the area.
[3568.00s -> 3574.00s]  And we're going to be working with staff in the next couple of weeks about that.
[3574.00s -> 3580.00s]  And I'm just wondering if we could, because I sort of agree with the mayor here that,
[3580.00s -> 3584.00s]  you know, they've got, they've got entitlements right now.
[3584.00s -> 3591.00s]  Presumably if we rezone it, there could be some benefit in terms of decreasing
[3591.00s -> 3594.00s]  impervious cover and things like that.
[3594.00s -> 3602.00s]  So I'm, I guess I want to ask staff if this would be possible if we could pass this on
[3602.00s -> 3607.00s]  first reading and ask staff to go back and work with the engineers and the applicant
[3607.00s -> 3615.00s]  and see if there aren't some higher standard drainage and other kinds of
[3615.00s -> 3623.00s]  requirements that they could, that we could consider in the ordinance to ensure
[3623.00s -> 3631.00s]  that the flow studies for their property are done to a very high degree of sophistication
[3631.00s -> 3639.00s]  to ensure that the design of the detention pond has got a very high reliability
[3639.00s -> 3641.00s]  that the operations are very high.
[3641.00s -> 3643.00s]  I don't really know what I'm talking about.
[3643.00s -> 3645.00s]  I'm just trying to throw.
[3645.00s -> 3646.00s]  Does it really?
[3646.00s -> 3647.00s]  Thank you.
[3648.00s -> 3649.00s]  Yeah.
[3649.00s -> 3650.00s]  Absolutely.
[3650.00s -> 3655.00s]  I just pledged to work with Mr. Beard here as well as, as well as the applicants
[3655.00s -> 3656.00s]  engineer, I'd be happy to do that.
[3656.00s -> 3657.00s]  So, yeah.
[3657.00s -> 3661.00s]  So what I'd like to do is pass on first reading and actually, and it really aligns
[3661.00s -> 3666.00s]  with the other work we're going to be doing to come up with ideas for interim
[3666.00s -> 3671.00s]  regulations and this could just be sort of a pilot thing for this project to see
[3671.00s -> 3673.00s]  what could be workable.
[3673.00s -> 3676.00s]  There are some very unique flooding circumstances in this neighborhood.
[3676.00s -> 3677.00s]  Right.
[3677.00s -> 3678.00s]  I will admit that much.
[3678.00s -> 3684.00s]  And I do want to mention to the neighbors that what you were suggesting that we just
[3684.00s -> 3691.00s]  not allow any more building in the area until we get all of our appropriate
[3691.00s -> 3697.00s]  infrastructure in place, that's not something we can necessarily do easily.
[3697.00s -> 3701.00s]  But I have learned recently that in the local development, in the local
[3701.00s -> 3704.00s]  government code, there is an allowance.
[3704.00s -> 3711.00s]  It's a very well-defined process that one can go, that an entity can go through
[3711.00s -> 3715.00s]  to actually put in a moratorium.
[3715.00s -> 3719.00s]  And so, you know, that would be, it takes a long time to do that.
[3719.00s -> 3723.00s]  It's very, very, I don't know if it's ever been actually exercised in the state of
[3723.00s -> 3728.00s]  Texas, but it's not something we can really do, you know, here tonight.
[3728.00s -> 3733.00s]  And so, I guess I'd like to just make that motion then that we pass it on first
[3733.00s -> 3740.00s]  reading with direction to staff to go back and work with all the parties to help
[3740.00s -> 3745.00s]  with us with some additional constraints we could have to, that would be
[3745.00s -> 3754.00s]  allowable in the zoning that would allow us to increase the reliability of what
[3754.00s -> 3755.00s]  they're building.
[3756.00s -> 3759.00s]  A motion to pose the public hearing to approve on first reading?
[3759.00s -> 3760.00s]  Yes.
[3760.00s -> 3761.00s]  Is there a second?
[3761.00s -> 3764.00s]  Second by Council Member Riley.
[3764.00s -> 3766.00s]  Those in favor say aye.
[3766.00s -> 3767.00s]  Aye.
[3767.00s -> 3769.00s]  Opposed say no.
