Zoning Case: C14-2010-0118
Meeting Date: 2010-10-28T00:00:00.000
Agenda Item: 61
Source URL: http://austintx.swagit.com/play/45427/0/
================================================================================

[0.00s -> 12.36s]  Thank you, Mayor and Council, that brings us to item number 61, this is case C-14-2010-0118.
[1977.76s -> 1986.76s]  I'm not going to be able to support this motion beyond the problematic issues with being able with council on four votes.
[1986.76s -> 1991.76s]  That's all it takes to rescind a public restrictive covenant and it happens.
[1991.76s -> 1994.76s]  There's plenty of records of that happening.
[1994.76s -> 1999.76s]  I'm also quite concerned about the issue of mix of uses.
[2000.76s -> 2014.76s]  And I appreciate the Zilker neighborhood association raising the issue of sort of the density of CS1 zoning and coming up with a guideline and a recommendation that there be no more than one within a thousand feet.
[2014.76s -> 2026.76s]  Because I think that we have plenty of examples in the city where areas have very quickly turned into entertainment districts and that is not a mix of uses.
[2026.76s -> 2043.76s]  And while entertainment's great and bars are great, there is a propensity in this town because it's just sort of, it appears to be an insatiable demand for that kind of area.
[2043.76s -> 2048.76s]  So it seems to develop and be spawned quite quickly.
[2048.76s -> 2062.76s]  I think that this area could be in danger of changing into something that's really single use and that means no daytime vibrancy and that's not what our vision is for that corridor.
[2062.76s -> 2065.76s]  So with that, I won't be able to support the motion.
[2065.76s -> 2067.76s]  Further comment?
[2067.76s -> 2069.76s]  All in favor of the motion say aye.
[2069.76s -> 2070.76s]  Aye.
[2070.76s -> 2072.76s]  Both say no.
[2072.76s -> 2076.76s]  Passes on a vote of six to one first reading only.
[2076.76s -> 2079.76s]  Thank you Mayor Council that concludes the zoning lens.
[2079.76s -> 2081.76s]  Why for today?
[2081.76s -> 2085.76s]  That objection Council, those are all over zoning items.
[2085.76s -> 2087.76s]  So we stand in recess and so forth.
