Zoning Case: C14-2013-0081
Meeting Date: 2014-06-12T00:00:00.000
Agenda Item: 96
Source URL: http://austintx.swagit.com/play/45629/0/
================================================================================

[0.00s -> 3.36s]  And I trust we don't have any more of those
[1940.48s -> 1947.28s]  I would like to visit with staff about how we could memorialize any commitment to the water quality improvements is in Greg
[1947.28s -> 1951.96s]  Can you offer any any guidance on that we've had we understand the applicant is willing to commit to
[1952.44s -> 1959.40s]  Installing a rain garden to treat the runoff from from the from this improvement and also providing a
[1960.12s -> 1966.28s]  dissipator or a diverter in order to direct runoff mainly from the adjacent side. It's currently falling out of the street
[1966.28s -> 1971.88s]  They would divert it into landscaping there. I don't know how we would that be appropriate for a public restrictive covenant?
[1971.88s -> 1978.12s]  It would probably be in a public restricted covenant if they're off offering that and we can explore that with a law department and
[1978.20s -> 1986.44s]  My watershed staff prior to bringing back for second third reading. Okay, and then last question relates to the amount of impervious cover
[1986.44s -> 1993.28s]  I'm I understand is there's currently 79% of purview cover on the side. Yes, and they would they would be allowed
[1994.24s -> 1999.20s]  GR would allow 90% that's correct, but we couldn't reduce that you could
[2000.08s -> 2006.70s]  If they have to head a 2000 square foot fellowship hall any since anyway, if we could just figure out what what percentage
[2007.42s -> 2010.66s]  That they would be bumped up to with it with the 2000 square foot
[2011.14s -> 2015.74s]  I would have said 80 percent, but I'm not sure they would they might be over that
[2015.74s -> 2020.42s]  Let's say 85% subject to revisiting that on on the on second reading
[2021.22s -> 2025.74s]  Just to have the minimum amount of purview is cover that would allow them to have the fellowship hall
[2027.82s -> 2032.70s]  And then the high limits I understand that they really are not looking to go any higher than they currently have
[2033.54s -> 2039.18s]  That's just right staff actually recommended 35 feet. I think and so an additional limit of
[2041.18s -> 2049.34s]  35 feet if I and I can't recall were there other conditions opposed a bit staff also recommended that they follow a neighbor traffic analysis
[2050.22s -> 2056.54s]  Recommendations that would have limited the trips to 1100 had some additional improvements to driveways
[2057.38s -> 2062.98s]  being brought up up to standard and some additional conditions on square footages limitations
[2063.90s -> 2068.10s]  If those are the things that you're asking for they're already a part of the staff recommendation
[2068.10s -> 2070.62s]  Yes, all those conditions that are in the staff recommendation
[2074.54s -> 2076.54s]  a motion by
[2076.54s -> 2080.78s]  Council member Riley close public hearing approval first reading the
[2080.98s -> 2088.82s]  Staff recommendation and I believe you had some additional conditions and some instructions to come back with
[2090.70s -> 2096.42s]  Additional conditions on second third reading sir second second by Councillor Spelman
[2097.10s -> 2102.74s]  Yes, we're right. I understand the the neighborhood is interested in variants rather than a zoning change
[2102.74s -> 2106.42s]  I'm visiting with the neighborhood about that and I completely get it and frankly
[2106.42s -> 2111.86s]  I just don't I don't see this as an appropriate case for a variance and I don't believe the Board of Adjustment would either the very
[2111.86s -> 2119.30s]  Board of Adjustment has been very emphatic at least recently that they do not want to be granting variances in cases where
[2119.86s -> 2124.02s]  A zoning change would be a more appropriate solution and you can see why that would be the case
[2124.02s -> 2130.18s]  So if we if we just handled all everything by variances our corridors would be lined with SF 3 and other zoning
[2130.18s -> 2135.42s]  That doesn't really reflect what's there and then you'd have to figure out what variance they got that would have allowed the particular thing there
[2135.58s -> 2138.34s]  This is on on all tour if it's always been a church
[2138.34s -> 2145.62s]  This is this the neighborhood plan calls for this to be a civic use and that's the only sort of use that would be allowed by this zoning
[2145.62s -> 2148.38s]  I understand the fear about about the future uses
[2148.38s -> 2155.22s]  But but frankly that both the both the neighborhood plan and this and this zoning would prohibit any use other than the civic
[2155.22s -> 2160.24s]  The sort of exact sort of civic use that it's always been and it is contemplated by the neighborhood plan
[2160.92s -> 2163.80s]  In addition to that this book what we have an up
[2163.92s -> 2171.20s]  We have an opportunity here to not only get water quality treatment for the just the front the runoff from the fellowship hall that they're
[2171.20s -> 2176.44s]  They're providing but also an opportunity to provide treatment for the for the runoff from the adjacent site
[2176.44s -> 2180.52s]  That is that is currently going down into one creek. So it would actually be a
[2182.52s -> 2186.36s]  Benefit over what's there now, and so I I think it's a reasonable request
[2186.36s -> 2193.80s]  For discussion all in favor say aye aye aye post say no
[2195.36s -> 2197.36s]  Passes on a vote of 5 to 2
[2197.84s -> 2199.84s]  You did you vote no?
[2200.84s -> 2205.64s]  Passes on a vote of 4 to 3 with council member Martinez Tovo and Morrison voting no
