Zoning Case: NPA-2014-0009.01
Meeting Date: 2015-05-28T00:00:00.000
Agenda Item: 9
Source URL: http://austintx.swagit.com/play/46346/0/
================================================================================

[0.00s -> 7.12s]  The only other items that were left were on this agenda was the zoning case.
[1847.20s -> 1848.20s]  Thank you. Okay.
[1848.20s -> 1853.20s]  Mr. Cesars, and if you would sign up after your time.
[1853.20s -> 1860.20s]  Mayor Pro Tem, Council, my name is Peter Cesaro and I represent West Peoples who owns the property.
[1860.20s -> 1864.20s]  I wanted to emphasize that the two matters before you today have been withdrawn.
[1864.20s -> 1870.20s]  So there's no action to be taken or really discussion.
[1870.20s -> 1875.20s]  We've received Mr. Peoples and Mr. Blaker have received no offers on the property.
[1875.20s -> 1879.20s]  People have contacted us regarding buying the property.
[1879.20s -> 1888.20s]  And Mr. Peoples and Mr. Blaker have responded to those people, but no offers have been made regarding purchasing the property.
[1888.20s -> 1892.20s]  We have tenants, Mr. Peoples has tenants in the houses right now.
[1892.20s -> 1900.20s]  When the demolition permits are issued, they're good for a two year period under the Land Development Code.
[1900.20s -> 1908.20s]  And I'd just like to emphasize once again that the Historic Landmark Commission has twice determined that these cottages
[1908.20s -> 1914.20s]  are not historic and that even Steve Sadowski, the chief preservation officer of the city,
[1914.20s -> 1918.20s]  recommended that these cottages are not historic.
[1918.20s -> 1923.20s]  So I think that's an important consideration for y'all to make or for y'all to consider.
[1923.20s -> 1934.20s]  Two weeks ago we were here and made a post-bomber request to June 11th and that was denied and so now we're here on May 28th.
[1934.20s -> 1942.20s]  And I find it ironic that now certain people are asking for more time regarding putting together an offer,
[1942.20s -> 1945.20s]  but I just wanted to address some of the items.
[1945.20s -> 1950.20s]  Both of the matters today have been withdrawn by the applicant.
[1950.20s -> 1956.20s]  And you have the letter that we sent to city staff regarding the Staswender House.
[1956.20s -> 1960.20s]  So.
[1960.20s -> 1964.20s]  Members Zimmerman.
[1964.20s -> 1968.20s]  A quick question I think has remained this discussion.
[1968.20s -> 1970.20s]  I've been looking at these houses here.
[1970.20s -> 1976.20s]  When I was a teenager I used to work on remodeling and reconstruction of these buildings.
[1976.20s -> 1980.20s]  I would concur with the people that say these are not historical buildings.
[1980.20s -> 1981.20s]  They're just not.
[1981.20s -> 1984.20s]  And they're expensive to maintain.
[1984.20s -> 1986.20s]  Don't do the old construction.
[1986.20s -> 1991.20s]  These look like 1930s, 40s, even 1920s vintage homes.
[1991.20s -> 1994.20s]  Some of the design architecture here.
[1994.20s -> 2001.20s]  And so what is the value on the tax rolls for the dirt compared to the improvement?
[2001.20s -> 2004.20s]  I'd have to look at the value on the tax rolls.
[2004.20s -> 2005.20s]  I don't know that.
[2005.20s -> 2012.20s]  I know that Steve Sadowski and when you look at the structures that are there, just the cottages.
[2012.20s -> 2016.20s]  The construction is, they're falling apart.
[2016.20s -> 2020.20s]  Some of them may not have air conditioning.
[2020.20s -> 2025.20s]  But the historic landmark commission has said twice now that they're not historic.
[2025.20s -> 2032.20s]  I would concur with that based on some real life experience trying to reconstruct and maintain these buildings.
[2032.20s -> 2034.20s]  They need to be torn down.
[2034.20s -> 2036.20s]  Professional opinion.
[2036.20s -> 2042.20s]  The second thing about them is I think what happens is the property taxes on the dirt
[2042.20s -> 2044.20s]  that these things sit on are astronomical.
[2044.20s -> 2049.20s]  And I would appreciate it if that information were brought up in the context of these discussions.
[2049.20s -> 2052.20s]  Of how expensive these things are just to sit there.
[2052.20s -> 2058.20s]  And it would be difficult to cover the cost of the property taxes with rentals on these units.
[2058.20s -> 2059.20s]  Right?
[2059.20s -> 2060.20s]  Exactly right.
[2060.20s -> 2064.20s]  I mean the property taxes in this area are very expensive.
[2064.20s -> 2072.20s]  And the key to making houses on these properties reasonably priced is density.
[2072.20s -> 2077.20s]  And that issue is to be discussed at some later point.
[2077.20s -> 2084.20s]  But they are expensive to maintain.
[2085.20s -> 2087.20s]  Mayor Perutin?
[2087.20s -> 2099.20s]  Council Member Zimmerman, I appreciate your bird's eye view of what's important in historical to people in another part of the town.
[2099.20s -> 2110.20s]  As I've said on any number of occasions that declaring something historically significant is not only about what the construction is but the people who live there.
[2110.20s -> 2116.20s]  And the culture that surrounds those particular structures and that particular land.
[2116.20s -> 2125.20s]  And so as historic structures in my part of the district are bulldozed every day.
[2125.20s -> 2131.20s]  And our culture is lost because of comments like yours that it's not, they need to be torn down.
[2131.20s -> 2133.20s]  We're losing a culture.
[2133.20s -> 2140.20s]  We're losing an opportunity to preserve some things that may not be important to all of Austin.
[2140.20s -> 2142.20s]  But are important to some parts of Austin.
[2142.20s -> 2145.20s]  So I would vehemently disagree with your comments.
[2145.20s -> 2159.20s]  I think it would be helpful for the historic land commission to provide the information that the neighborhoods have developed so that you can see some of the information that was presented to the historic landmark commission.
[2160.20s -> 2167.20s]  Before you make just a pronouncement about whether or not anybody's home needs to be demolished.
[2167.20s -> 2172.20s]  Thank you Council Member.
[2172.20s -> 2178.20s]  I emphatically agree and underscore Council Member Houston's comments.
[2178.20s -> 2188.20s]  Especially when we are looking at demolishing old structures that for whatever reason may have followed into disrepair.
[2188.20s -> 2197.20s]  But that are significant in the fabric of the community and past, past events.
[2197.20s -> 2209.20s]  I think for me the biggest issue on this one here and I think we may be getting to the end of the speaker sign up is how immensely tangled and confusing and convoluted this has gotten.
[2209.20s -> 2216.20s]  And so I personally want to be sure that no demolition activity occurs on this side at all.
[2216.20s -> 2233.20s]  Until Council is able to come back with a clear timeline of actions among all the different citizen commissions clear recommendations and set of votes on what has happened and what hasn't happened.
[2233.20s -> 2243.20s]  And then maybe a sit down with the neighbors in the community and the gentleman who is looking to make some changes on the property.
[2243.20s -> 2252.20s]  So I can have and possibly other members on the dies can have some certainty and clarity on what's being asked us here.
[2252.20s -> 2256.20s]  I understand you're not intending to do any demolition anytime soon.
[2256.20s -> 2257.20s]  Is that correct?
[2257.20s -> 2258.20s]  Mr. Peoples that is.
[2258.20s -> 2262.20s]  I believe there are tenants in the houses right now.
[2262.20s -> 2266.20s]  I believe the demolition permits are good for two years once they're issued.
[2266.20s -> 2273.20s]  I don't know his schedule but I don't think there's anything pending right now.
[2273.20s -> 2279.20s]  But we would like those permits to be issued by the chief preservation officer.
[2279.20s -> 2291.20s]  I think the historic landmark commission twice has seen all of the information, all of the studies and at least twice has made the determination that these cottages are not historic.
[2291.20s -> 2295.20s]  And that's Steve Stadaski's recommendation too.
[2295.20s -> 2299.20s]  And so that's why we'd like these permits to be issued.
[2299.20s -> 2303.20s]  And I think there are some other issues besides the historic designation.
[2303.20s -> 2307.20s]  And it goes more specifically to what both Councilmember Houston and I have been talking about.
[2307.20s -> 2313.20s]  And that is the people who are living there currently and the community that surrounds it and that are making use of it.
[2313.20s -> 2315.20s]  So I'll just leave that there.
[2315.20s -> 2317.20s]  Thank you.
[2318.20s -> 2325.20s]  Councilmember Zimmerman and then actually I'm going to go to Councilmember Truxler who hasn't had an opportunity to speak and then Councilmember Zimmerman.
[2325.20s -> 2327.20s]  And then perhaps we can go back to our staff.
[2327.20s -> 2328.20s]  I've heard several.
[2328.20s -> 2336.20s]  I've heard some interest among Council in various kinds of actions that I think we need our staff to weigh in on what a next step would be.
[2336.20s -> 2337.20s]  Councilmember Truxler.
[2338.20s -> 2344.20s]  I don't know if my comments or questions are more appropriate to the applicant or to the staff.
[2344.20s -> 2349.20s]  But I am feeling like we're convoluting the issue a little bit.
[2349.20s -> 2352.20s]  I mean the original staff presentation was not confusing.
[2352.20s -> 2357.20s]  The original staff presentation was that the two items that are in front of us have been withdrawn.
[2357.20s -> 2366.20s]  And that there was an agreement made that made all parties happy regarding the individual building that is kind of the centerpiece of the historic issue.
[2367.20s -> 2377.20s]  And so I guess my preference would be is to separate those issues as staff has recommended so that we can maintain clarity on what we're talking about and what decisions are being made.
[2377.20s -> 2385.20s]  And then I mean if we are going to venture into the idea of doing a council initiated historic designation.
[2385.20s -> 2397.20s]  I mean then we're getting into I think one thing that has been missing in this conversation although culture is important and the neighborhood is important on all those things but private property rights are important too.
[2397.20s -> 2408.20s]  And a person's ability to within the law do what they would like to with the land I think is really important.
[2408.20s -> 2424.20s]  And it seems like that there had been an amicable agreement made regarding the most important structure on the piece property so I would like us to move forward with the issue that's in front of us or I guess we're not moving forward with it.
[2424.20s -> 2429.20s]  It's being withdrawn so there's really no action that needs to be taken today regarding this.
[2429.20s -> 2430.20s]  That's correct.
[2430.20s -> 2435.20s]  You're exactly right.
[2436.20s -> 2444.20s]  Just for the record to get this on in the context of discussion I'm looking at the tax rolls for this property.
[2444.20s -> 2448.20s]  1506 Waller Street in 2012.
[2448.20s -> 2457.20s]  The improvement that will be the structure was appraised at seventy six thousand five hundred and the land at two hundred and twenty one thousand.
[2457.20s -> 2466.20s]  For twenty fifteen that seventy six thousand is now two hundred and eighty nine thousand dollars for that structure.
[2466.20s -> 2471.20s]  And the property is on the roll at one hundred ninety five thousand.
[2471.20s -> 2479.20s]  This is a pretty staggering property tax bill for a house of that of that quality and the economics just don't make any sense here for me.
[2480.20s -> 2490.20s]  And I am I guess I'm looking at the problems in the city with affordability in terms of the property taxes out of control and people can't afford to pay for these houses.
[2490.20s -> 2493.20s]  So.
[2493.20s -> 2494.20s]  Okay.
[2494.20s -> 2495.20s]  Thank you.
[2495.20s -> 2498.20s]  Any questions or comments?
[2498.20s -> 2500.20s]  Mr. Resto and I have a question for you.
[2500.20s -> 2507.20s]  If I understood Council Member Poole's comments and the community members.
[2507.20s -> 2510.20s]  There's some questions about delaying the demolition permit.
[2510.20s -> 2518.20s]  What kind of an action would allow us what kind of action would be necessary to do that?
[2518.20s -> 2524.20s]  I don't believe that there's any action the city council can take today regarding the demolition permits.
[2524.20s -> 2527.20s]  The city code lays out the demolition permit process.
[2527.20s -> 2529.20s]  We will follow that code.
[2529.20s -> 2536.20s]  What's new today is that yesterday late yesterday I spoke with the developer and got them to.
[2536.20s -> 2540.20s]  Got them to agree not to oppose the historic zoning for the house.
[2540.20s -> 2544.20s]  Even if just the single family zoning remained.
[2544.20s -> 2549.20s]  So there would not be normally he could file a petition against the city council when we brought it back.
[2549.20s -> 2551.20s]  That would require a super majority of the council.
[2551.20s -> 2558.20s]  With the letter that's before you he has agreed to withdraw his opposition to the zone historic zoning for the staff's window house.
[2558.20s -> 2564.20s]  And you know my intentions to bring that back forward to the council as a standalone case not wrapped up in the larger case.
[2565.20s -> 2574.20s]  What we also spoke with the neighborhood about was that the demolition permits for the file that were filed last week for the four cottages.
[2574.20s -> 2576.20s]  The twice in the past.
[2576.20s -> 2577.20s]  Yes.
[2577.20s -> 2579.20s]  We don't need to come back to that.
[2579.20s -> 2580.20s]  I understood that.
[2580.20s -> 2581.20s]  Thanks.
[2581.20s -> 2586.20s]  But as I understood the other comments that were made were the council to initiate a historic zoning.
[2586.20s -> 2589.20s]  It would not even necessarily go back to the landmark commission.
[2589.20s -> 2591.20s]  It would come back to council.
[2592.20s -> 2596.20s]  I think that for any historic zoning case we'd have to take it to the landmark commission for the recommendation.
[2596.20s -> 2597.20s]  Okay.
[2597.20s -> 2600.20s]  But then it would definitely proceed on to council.
[2600.20s -> 2609.20s]  And there was discussion and not consensus I think among our speakers today about whether the landmark commission had reviewed all of the information or not.
[2609.20s -> 2611.20s]  Okay. Thank you. So we're.
[2611.20s -> 2618.20s]  As has been mentioned the cases have been withdrawn. So there's really no action that we can take today other than.
[2619.20s -> 2621.20s]  Thank you all for your comments.
[2621.20s -> 2622.20s]  And Mayor Pro Tem.
[2622.20s -> 2623.20s]  Yes.
[2623.20s -> 2632.20s]  I would like to introduce my council comments colleagues for allowing us to have the conversation because there's some issues with historic preservation or the landmark commission.
[2632.20s -> 2636.20s]  And who decides what's historic and who decides what's not.
[2636.20s -> 2641.20s]  And so I think there's some issues there that this kind of jumps off into.
[2641.20s -> 2645.20s]  So thank you all for allowing us to have the conversation.
[2645.20s -> 2650.20s]  And thank you also for your comments earlier about the cultural and significance.
[2650.20s -> 2652.20s]  I think that was very important and I agree with you.
