Zoning Case: C14-2012-0097
Meeting Date: 2012-12-13T00:00:00.000
Agenda Item: 90
Source URL: http://austintx.swagit.com/play/45553/0/
================================================================================

[0.00s -> 5.02s]  The next item we have is item number 90 little Woodroads bar and
[1907.70s -> 1915.54s]  If you look this is the tax record from Austin of next to new you'll see they have total exemptions and they pay no tax
[1918.86s -> 1920.86s]  Let's go to the next slide
[1921.86s -> 1923.86s]  I'm not against alcohol
[1925.10s -> 1928.26s]  Establishments, I'm not anti having fun, and I'm not anti bars
[1928.50s -> 1932.10s]  But I think there is significant academic research that shows
[1932.74s -> 1939.58s]  Placing bars very close in neighborhoods have detrimental effects and in this first page study
[1939.58s -> 1946.34s]  You can see that they found that regardless of the unemployment the racial ethnic makeup the income the age
[1946.58s -> 1950.54s]  The alcohol outlet density was correlated with violent assaults
[1951.10s -> 1955.42s]  There's many many studies that show that you can see the citation on the bottom
[1955.42s -> 1959.06s]  They suggested you should be very careful to put zoning like this close to
[1959.62s -> 1963.54s]  Where people live let's go to the next slide. This is a brand-new study
[1964.26s -> 1965.42s]  2012
[1965.42s -> 1971.54s]  She looked at census tracts. She said violent crimes just occur a lot more around alcohol
[1971.86s -> 1976.82s]  Establishments and that community leaders should be very cautious about increasing the density of alcohol
[1977.06s -> 1982.06s]  Establishments within their neighborhoods. I want to tell you that the parking map that Alice showed us is
[1982.46s -> 1987.50s]  27 feet from single-family homes and that this place wants to operate till 2 a.m
[1988.22s -> 1989.62s]  Seven days a week
[1989.62s -> 1991.62s]  Let's go to the next slide
[1991.62s -> 1993.62s]  one issue with
[1994.22s -> 2000.90s]  Alcohol zoning is that we already have six properties between North Loop and Canig that have alcohol zoning
[2000.90s -> 2003.82s]  That means we have alcohol zoning one per block
[2004.62s -> 2010.82s]  So we have a lot of alcohol zoning already existing for the places are dormant and two of them are used
[2011.46s -> 2020.34s]  Let's go to the next slide. I know there's been different discussions about that little woodrose is really a restaurant and not a bar
[2020.50s -> 2030.02s]  Well yesterday in the newspaper you can see that the police released the top Austin DWI bars of 2012 and that little woodrose was number nine
[2030.50s -> 2031.70s]  now
[2031.70s -> 2033.70s]  We have a lot of concerns
[2033.90s -> 2040.78s]  Because we live so close this will be open so late and we believe there is no way this will not have a significant
[2040.86s -> 2042.46s]  impact on our lives
[2042.46s -> 2044.46s]  Let's go to the next slide
[2047.62s -> 2053.10s]  CS one zoning isn't like other kinds of zoning. It's not like just another commercial zone
[2054.10s -> 2059.70s]  Zoning use cities and all over the country. There are state laws that
[2060.86s -> 2061.94s]  prohibit
[2061.94s -> 2067.86s]  Alcohols to certain areas. That's why we have these things that say you have to set it back. That's why
[2068.70s -> 2074.54s]  You have rules about the distance from church public schools and hospitals. It's just not ordinary zoning
[2076.14s -> 2078.14s]  You can see that
[2078.46s -> 2082.18s]  This is a study from a Boulder Colorado study and it says
[2083.46s -> 2090.46s]  but the surrounding area that it requires special land use regulatory and planning attention to promote and ensure a safe and
[2090.54s -> 2092.54s]  beneficial environment for the city's
[2093.02s -> 2100.70s]  Residents because it has a potentially harmful impact on and it's so incompatible with us and just keep thinking we're street away
[2100.70s -> 2102.70s]  We're a 27-foot street away
[2102.82s -> 2110.62s]  There's many studies that address that public health safety and welfare that show that property owners adjacent to or near these businesses
[2111.34s -> 2118.62s]  Experience a high level of alcohol related contact and nuisances, which really will affect our quality of life. Let's go to the next slide
[2119.54s -> 2124.46s]  We are so close some of us are 125 feet from the building
[2124.90s -> 2128.42s]  To maintain our quality of life and the safety of our families
[2128.46s -> 2134.82s]  We need the city support and making sure that development along Burnet Road that is very close to our urban homes
[2135.58s -> 2140.46s]  south of Canig from 45th to Canig Burnet Road is a
[2141.78s -> 2146.86s]  Corridor, but it's a four-lane narrow corridor on both sides of the street along most of it
[2147.14s -> 2150.34s]  The businesses are one lot deep and then there's houses
[2151.42s -> 2157.74s]  So this is not a wide open corridor with lots of spaces. There's no room for widening the street
[2157.74s -> 2159.74s]  There's no room for even parking on the street
[2160.58s -> 2162.98s]  We have a lot of great local businesses
[2162.98s -> 2168.82s]  We would love to have mr. Angle open one of his other businesses there. We would welcome him
[2168.82s -> 2170.34s]  We would love to have
[2170.34s -> 2175.86s]  Java's or we would like to have a sandwich place or a family restaurant. Those things would be great
[2175.86s -> 2179.50s]  We're not against development. We're against having a bar so close to our homes
[2179.50s -> 2182.38s]  And let's turn to the last and I'll finish up
[2182.38s -> 2187.98s]  I did want to ask you if you consider passing this that you would just pass this on the first reading only
[2188.78s -> 2190.06s]  according to my
[2190.06s -> 2198.18s]  Count our petition is 19.94% we're still working on the people building the new house or filling out some
[2198.22s -> 2203.46s]  They signed our petition, but there's a little issue with staff about whether they really own their business
[2203.90s -> 2206.94s]  So we are so close to having a valid petition
[2207.26s -> 2217.10s]  The Brent want the Elendow neighborhood support us and these are signatures of all the local businesses and people in the short area
[2217.74s -> 2219.06s]  who
[2219.06s -> 2220.74s]  support
[2220.74s -> 2224.46s]  Our request to ask you to deny this zoning. Thanks so much
[2224.46s -> 2226.46s]  You
[2227.46s -> 2229.46s]  Joan Bates
[2230.66s -> 2232.66s]  Joan Bates
[2235.42s -> 2237.42s]  All right, Joseph Reynolds
[2238.78s -> 2245.78s]  Joseph Reynolds is Julie Brynholt here, so you have up six minutes
[2246.10s -> 2248.10s]  I
[2249.54s -> 2256.38s]  Want some mayor, I'm Joe Reynolds. I live in Elendow. I've got four points a fifth one
[2257.10s -> 2261.86s]  I'll hope to be finished within my allotted three minutes to cut to the chase
[2263.14s -> 2265.62s]  Barnet Road doesn't need another late night bar. I
[2266.18s -> 2271.22s]  Was on the grand jury in 04 when Dallas was number one in DWI's in the city
[2272.14s -> 2276.06s]  Now Dallas is straightened out and we don't need to start all over again
[2276.74s -> 2283.82s]  It's a family neighborhood. It's not 6th Street and as we just heard little wood rose is in the running again
[2286.18s -> 2292.70s]  We've heard that he would the owner would give his phone number to the neighbors so that they can call in case
[2292.70s -> 2297.26s]  There's trouble the trouble is this place is sleepless neighbors and enforcement role. I
[2298.62s -> 2300.02s]  know that the
[2300.02s -> 2305.74s]  Permit would have to be granted later, but you can short-stop this by just denying the zoning tonight
[2306.18s -> 2313.18s]  The least that the little wood rose has with these guys allows him to back out if he doesn't get the zoning or if he doesn't get the permit
[2313.30s -> 2315.30s]  He's not at risk
[2316.62s -> 2323.58s]  Now then contrary to what appears in the staff statement little wood rose is not a restaurant with 51% alcohol sales
[2324.54s -> 2331.14s]  As he presented at the allendale meeting they will buy food from a restaurant in Far north Austin
[2331.14s -> 2337.74s]  I haven't had it trucked in they will be operating under catered health food rules and no little wood rose employee will prepare food
[2340.26s -> 2346.30s]  It's clearly stated in the presentation to allendale that they were going to establish a cocktail lounge
[2347.42s -> 2353.16s]  We've also heard about the parking requirements if you looked at that map you can tell that with those two
[2353.90s -> 2359.30s]  Buildings along clay if you subtract their parking there is almost none available
[2360.70s -> 2364.30s]  So what's he gonna do is he going to board up those buildings or demolish them?
[2364.78s -> 2367.66s]  They require parking as long as they exist
[2369.30s -> 2372.26s]  Then the last thing is the liquor sales next to the church
[2374.94s -> 2376.78s]  St. David's
[2376.78s -> 2380.66s]  Has an outreach at the next a new shop. It's been that way since it was on
[2381.30s -> 2383.30s]  LaVaca down south the 17th Street
[2385.98s -> 2389.38s]  When the staff was dealing with this they said no pews no church
[2389.74s -> 2396.14s]  But staff doesn't get to decide St. David's decides and they've decided that it's a mission
[2399.34s -> 2403.98s]  The Salvation Army and other organizations regularly have missions with no pews
[2404.26s -> 2407.26s]  It's a common thing for someone to go into a skid row
[2407.62s -> 2412.02s]  put in an operation in the midst of a whole bunch of bars and
[2413.06s -> 2416.86s]  That means that those bars don't have to quit, but no new ones can start
[2417.78s -> 2420.50s]  If you want to look around Austin for similar things
[2421.42s -> 2427.74s]  If you go to the Santa Mary's Apartments on Lamar at 183 those were established by the local Diocese
[2429.74s -> 2435.10s]  They were claimed as an outreach and they were enough to stop a sea store on Lamar I
[2436.10s -> 2440.42s]  Grew up in Dallas my folks took me to the first Baptist Church
[2440.54s -> 2443.74s]  They had a roller rink and a bowling alley and
[2444.58s -> 2449.10s]  That was enough to stop a liquor store in the cotton exchange building
[2452.94s -> 2457.50s]  The rules are clear the presidents are established if you guys go with this zoning
[2457.50s -> 2462.10s]  And if they get the permit later on there will be a protest file with the ABC
[2462.10s -> 2468.02s]  And it will be upheld and the whole thing will be mute. You can stop this by just denying the zoning tonight
[2468.86s -> 2469.70s]  as
[2469.70s -> 2471.78s]  We've heard the petition is close to being
[2472.74s -> 2478.70s]  Valid and I would ask that you do hear it on first reading only and keep the hearing open so that they can
[2479.62s -> 2485.78s]  Submit things there are questions about staff actions on certifying the signatures and those need to be
[2487.06s -> 2489.30s]  Be handled. Thank you for your attention
[2490.30s -> 2492.30s]  First is sure
[2495.54s -> 2497.54s]  First is sure
[2499.50s -> 2502.54s]  All right, Mary long deal y'all
[2511.86s -> 2513.86s]  Try to keep this really short
[2513.86s -> 2520.10s]  I'm gonna be talking a little bit about the noise level that we have
[2520.94s -> 2526.14s]  We I actually it says in the in the proposed site that
[2527.94s -> 2535.06s]  It's a step-down zoning. Well, I live a hundred less than 150 feet from the site and
[2535.94s -> 2537.94s]  We already are putting up with
[2538.38s -> 2545.62s]  Little Longhorn and I can sit on my front porch and hear everything that they say for check a chip bingo and
[2547.14s -> 2553.46s]  We added a bit a bedroom on to the back of our house so our daughter could sleep better
[2562.06s -> 2567.54s]  So being open until 2am is going to be a real problem for our neighborhood as you heard
[2567.94s -> 2574.50s]  I don't believe and you can read about this, but in some of the handouts you've been having I
[2575.98s -> 2582.82s]  Don't believe that that the neighbors are real happy about all the little woodros that are around
[2583.30s -> 2588.30s]  There've been numerous sites there. That's also in the information. I won't read it to you
[2588.42s -> 2592.78s]  but KXAN had had news articles and
[2593.42s -> 2596.22s]  Why and and had news articles about
[2596.94s -> 2598.94s]  zoning
[2598.94s -> 2603.14s]  Actually 70% decibels and unhappy neighbors
[2604.50s -> 2606.50s]  When I attended the
[2606.98s -> 2612.62s]  Planning Commission Jeff Jack stated that at the first planning Commission meeting
[2613.10s -> 2617.74s]  That this very thing happened in his neighborhood and 10 years later
[2618.34s -> 2624.46s]  There is not a resolve for the problems that are going on. So the issues that are
[2625.42s -> 2627.42s]  That are dealt with and promised
[2628.10s -> 2635.42s]  The problem is trying to deal with them later on. There's no one really set out to help you deal with the problems
[2635.42s -> 2637.42s]  After the promises have been made and broken
[2644.66s -> 2647.58s]  Yeah, other things not just the
[2648.34s -> 2650.34s]  When the when people leave bars
[2650.86s -> 2656.14s]  There's a lot of noise and if they're parking in front of our homes, that's going to be a real difficult
[2656.86s -> 2659.70s]  Problem will have our dogs barking will have
[2660.38s -> 2664.30s]  Public urination that I was hearing about. That's a big big huge problem
[2664.54s -> 2669.38s]  So I just really hope that you will help us with this problem. Thank you very much
[2670.98s -> 2672.98s]  Barry Ellis goey
[2681.34s -> 2683.34s]  Three minutes
[2684.66s -> 2686.66s]  As you know, hello everyone
[2687.06s -> 2692.10s]  I'm Mary Alice goey and most of what I've got is also has already been said
[2692.10s -> 2693.46s]  I'm going to cut short
[2693.46s -> 2699.86s]  But and I want to just start with that there is a place for everything that this is not the place for little Woodrow's
[2702.14s -> 2707.46s]  Okay, this is this is the wrong establishment for this place for this location
[2708.46s -> 2714.34s]  Okay, two of the Austin locations do not offer any food in the bar one has bar food
[2714.54s -> 2720.18s]  The becave's location has food but does not allow anyone at her 21 in the building in the evenings
[2721.34s -> 2728.70s]  This is a quote from little Woodrow's comm with four locations in the Austin area and more than 100 beers to choose from
[2728.98s -> 2736.06s]  Little Woodrow's is the beer lovers place with the ultimate laid back and local sports watching experience as if our beer selection
[2736.06s -> 2740.62s]  Wasn't enough. We also offer a wide variety of liquors out of kindness
[2740.62s -> 2748.46s]  We have red-headed sluts and cat daddy colas among other great shots and my concern comes in that I have lived in this
[2750.38s -> 2754.90s]  Neighborhood for 30 years and have had three kids and
[2755.98s -> 2763.26s]  So my concern is about the large presence of children and teenagers in the area McCallum High School is close by
[2763.54s -> 2765.34s]  Lamar Middle School
[2765.34s -> 2769.42s]  Paragon prep school a few of the Montessori schools there
[2769.90s -> 2774.86s]  Where the families and kids all eating at the Thunder clouds the Hat Creek at Amy's
[2774.86s -> 2782.42s]  And I'm concerned for the safety of these kids walking riding bikes skateboarding in the proximity of this bar
[2782.42s -> 2783.82s]  especially
[2783.82s -> 2786.54s]  With the little Woodrow's outdoor decks also
[2786.54s -> 2793.42s]  I'm concerned about the social impact on the teenagers of having a bar with an outdoor venue in this location
[2794.38s -> 2799.98s]  Quoting from one of their signs that they've had posted in the past what I'm most I'm sorry
[2801.78s -> 2803.78s]  Beer it's what's for dinner
[2803.98s -> 2810.90s]  This is not a message that I want my children or other kids in the neighborhood to grow up with to grow up around and
[2811.30s -> 2817.70s]  Studies show that when patrons leave bars they travel on neighborhood streets because they want to test their driving ability
[2818.42s -> 2825.74s]  After drinking and they do not want to get pulled over by police a lot of people walk in our neighborhood in the evening with their dogs
[2825.74s -> 2830.30s]  And they're very young children when babies and strollers and a lot of teens
[2831.38s -> 2836.86s]  Also walking and I want to finish with a little Woodrow's is a bar and not a restaurant
[2836.86s -> 2840.06s]  And that is why they require a zoning change
[2840.50s -> 2843.94s]  That then again to end that there is a place for everything
[2843.94s -> 2851.94s]  But this is not an appropriate use and this is not the place for little Woodrow's and so I ask that you please bear and mind deeply that
[2853.14s -> 2858.90s]  That the neighborhood's concerned that this will change the future of our lives. Thank you
[2860.02s -> 2862.02s]  Brand jewel
[2867.46s -> 2869.14s]  Thank you
[2869.14s -> 2871.14s]  mayor council members
[2871.70s -> 2874.42s]  We are not here to say no to development
[2875.26s -> 2881.38s]  We want to see this developed. We want to see burn it become a vibrant part of the community
[2882.14s -> 2884.82s]  We're here to say that this can take place
[2885.46s -> 2887.46s]  Hodgepodge a little bit here a little bit there
[2887.62s -> 2893.06s]  It seems like it would make more sense if it was a comprehensive look to see what the neighborhood needs
[2893.50s -> 2897.58s]  There's been a lot of information. It's been brought forward here about the number of
[2898.14s -> 2902.18s]  Alcohol establishments that are that are available on on the street
[2903.14s -> 2908.10s]  It's it this is an opportunity. You talk about south amr a few minutes ago
[2908.18s -> 2914.18s]  Here's an opportunity on burn it between at least 45th maybe north loop and can you develop it?
[2915.90s -> 2920.58s]  There's a couple of things that that have been highlighted in staff recommendations
[2920.70s -> 2927.42s]  It says zoning changes should promote and the key word there is should promote compatibility with adjacent and nearby
[2927.46s -> 2929.70s]  Uses and should not result
[2930.50s -> 2936.38s]  Should is a very very dangerous word if we use it in my in my business
[2936.54s -> 2941.90s]  Well, we should order more because the Longhorn football team should win
[2942.94s -> 2949.02s]  Well, we mark it down. You can't mark down little wood drills. You can't mark down a bar
[2949.34s -> 2953.90s]  It's there should is very very dangerous in the business world
[2954.46s -> 2960.70s]  They talk about step down Houston Street exhibits classic step down step down zoning
[2960.94s -> 2966.10s]  What about clay avenue right across the street literally right across the street?
[2968.66s -> 2974.26s]  Zone change will not be a detriment to the neighborhood as the property has been used as commercial use in the past
[2974.70s -> 2981.18s]  It was an office building in the past. There's a little bit of difference between a bar and a restaurant and an office building a
[2982.18s -> 2984.18s]  A couple of takeaways
[2986.86s -> 2992.18s]  The closeness the proximity of a restaurant bar to a church
[2993.22s -> 2997.66s]  Let's stop it here. Let's not even let it get to TABC parking
[2998.10s -> 3000.82s]  Let's not even send it back to the Planning Commission
[3002.26s -> 3009.18s]  This is a neighborhood. This is an area of homes. We don't have a nearby school close by in our in our
[3009.58s -> 3010.94s]  Clay
[3010.94s -> 3012.86s]  Adams type of area
[3012.86s -> 3017.98s]  We don't have a park. We don't have any of those type of things, but it is a neighborhood
[3017.98s -> 3022.90s]  It's a neighborhood of streets. It's a neighborhood of people that walk have kids
[3024.14s -> 3030.54s]  We ask that you don't let this neighborhood be known for a bar shoehorned into a very very unique area
[3031.18s -> 3033.18s]  Austin Java bring it on
[3033.54s -> 3038.14s]  Let's put together a comprehensive plan for this burnout area. Thank you
[3038.14s -> 3040.14s]  We appreciate your consideration
[3041.82s -> 3043.82s]  Henry Dale
[3047.90s -> 3049.90s]  You have three minutes
[3050.54s -> 3052.54s]  Dale Henry
[3054.14s -> 3060.46s]  My name is Dale Henry and I'm president Brentwood neighborhood association and member of the Brentwood neighborhood contact team
[3061.18s -> 3063.74s]  I'm here to speak for the neighborhood association
[3065.10s -> 3066.86s]  the
[3066.86s -> 3072.54s]  Issue here is mainly parking. There's not enough to be parking on the streets
[3073.58s -> 3077.94s]  We have a large apartment complex going in just to block up and
[3079.22s -> 3085.14s]  The neighborhood is coming more crowded. We are embracing the growth. We are embracing having
[3087.62s -> 3092.36s]  Library of change, but this is just too narrow of a lot when those
[3093.20s -> 3096.40s]  Buildings next to it the office buildings have their
[3096.96s -> 3098.28s]  become
[3098.28s -> 3101.44s]  Tenet's in them those parking places may vanish
[3103.12s -> 3107.56s]  Can't say what the new tenants will whether or want people parking there
[3108.28s -> 3115.12s]  We have just there's just not enough parking that we parking on the streets. It's a poor fit for a
[3115.92s -> 3120.64s]  for a bar or anything that's gonna bring this much traffic because it's just not room and
[3121.48s -> 3127.08s]  Then when people leave bars, they're sometimes loud and there's other issues there which have been gone over
[3127.56s -> 3132.16s]  But it's just not it's not the right spot for this and I thank you for your time
[3133.60s -> 3135.60s]  Here Neil LaBel
[3141.16s -> 3143.16s]  You have after three minutes
[3143.16s -> 3145.16s]  The
[3146.28s -> 3152.24s]  Sizes downtown area Brentwood as a community has been an incredible incredibly cooperative partner
[3152.40s -> 3155.94s]  The Austin's massive rezoning increased residential density program
[3156.52s -> 3162.80s]  We would like the committee to not allow Woodrose to open a branch in the Brentwood burn-it-road location
[3163.20s -> 3165.20s]  The owner has so many other businesses
[3165.40s -> 3171.60s]  Also job is be lost the job of being one that would fit perfectly and be accepted and masked by the area area residents
[3172.48s -> 3174.64s]  The following are our biggest concerns
[3175.64s -> 3178.56s]  But first let me just point out a couple things that they said
[3179.12s -> 3181.64s]  When they were speaking, I heard a lot about
[3182.16s -> 3187.44s]  Increase of tax base. We pay a lot in property taxes as well
[3187.44s -> 3192.72s]  And I think it's really unfair for a business. They do contribute
[3193.12s -> 3196.20s]  But if our business, you know to play on that fact
[3197.20s -> 3206.20s]  Where our properties are going to be going down in value as if as a result of a bar being nearby and
[3207.36s -> 3209.36s]  Additionally, how many times could you hear pub?
[3210.72s -> 3212.72s]  The Allen they'll
[3212.72s -> 3215.84s]  Branch apparently doesn't ever doesn't even have a kitchen
[3217.32s -> 3218.88s]  Anyway
[3218.88s -> 3221.04s]  We have a problem that it's near a church
[3222.16s -> 3224.16s]  We have a load of children in the neighborhood
[3225.16s -> 3227.16s]  Where noise becomes a problem
[3228.16s -> 3235.16s]  People driving into the neighborhood if they leave avoiding DWIs or whatever, which is a fact
[3238.16s -> 3240.16s]  It's
[3240.16s -> 3246.16s]  I mean little Woodrose is number nine in Austin for DUIs and that was in the newspaper
[3247.16s -> 3253.16s]  When you look at the property where little Woodrose is, you know, it looks as if almost
[3254.16s -> 3258.64s]  The zoning that they're trying to play with in proximity to homes
[3259.24s -> 3266.32s]  You know, do you go from the middle of the of the property or do you go from the boundaries of the property from the boundaries of the property?
[3266.76s -> 3271.44s]  You're like 75 people homes from the center, you know, maybe
[3272.08s -> 3275.44s]  165 it's very very iffy
[3278.44s -> 3280.44s]  We just
[3281.12s -> 3283.12s]  They list themselves as the restaurants
[3283.64s -> 3285.64s]  But let's be honest
[3285.64s -> 3291.64s]  They're a bar. They're a turtle racing establishment. They're a midget wrestling establishment. I
[3292.44s -> 3294.44s]  Have a two-year-old daughter. I
[3294.96s -> 3296.96s]  Do not want her
[3297.04s -> 3300.96s]  If I'm walking with her at 2 a.m. If I forget to bring the garbage out
[3301.64s -> 3308.44s]  to have it some drunken idiot who was just going to the midget wrestling matches hit my daughter and
[3309.40s -> 3315.40s]  The chance of that goes up a thousand percent with little Woodrose, which is a bar being put in that location
[3316.00s -> 3318.00s]  We want development
[3318.04s -> 3320.04s]  It's important to us
[3320.04s -> 3322.04s]  We are so pro development in this neighborhood
[3322.84s -> 3328.12s]  Every lot is being a second home is being built behind it and that helps Austin
[3328.80s -> 3331.68s]  But you please please please
[3332.44s -> 3337.08s]  Use that spot for something else. Thank you Laura Presley
[3338.44s -> 3340.44s]  You
[3346.96s -> 3352.92s]  Hello, mayor Mayor Pro Tem and council members. I'm dr. Laura Presley. I'm a small business owner here in Austin
[3352.92s -> 3359.92s]  I've been in Austin 23 years and I've been in an allendale resident for 12 years and currently I'm
[3360.48s -> 3363.80s]  the treasurer of the Allendale Neighborhood Association and
[3364.76s -> 3367.60s]  On behalf of the Allendale Neighborhood Association
[3368.52s -> 3374.80s]  We are in opposition to the proposed rezoning of 5425 Burnet Road
[3375.40s -> 3381.28s]  Our executive committee voted and we stand with the Brentwood Neighborhood Association in opposition
[3382.00s -> 3389.64s]  To this proposal because of the impact this proposed zoning change would have on nearby residents in
[3390.56s -> 3394.48s]  Particular we're concerned about inadequate parking
[3394.92s -> 3402.28s]  the proposed parking for this site is in violation of city regulations requiring parking for a bar or
[3403.16s -> 3411.16s]  Restaurant with a late hours permit to be at least 200 feet from property zoned as SF six or even more restrictive
[3412.28s -> 3417.64s]  We're also concerned about the impact this proposed rezoning would have on neighbors
[3418.12s -> 3423.56s]  While we appreciate that it may not be a formal consideration in the rezoning process
[3423.96s -> 3425.96s]  It's hard to ignore
[3426.20s -> 3429.08s]  concerns about late night hours till 2 a.m.
[3429.84s -> 3435.40s]  Inconsiderate bar patrons and outdoor noise from amplified music and televisions
[3436.36s -> 3443.60s]  The Allendale Neighborhood Association executive committee completely supports redevelopment of this site
[3444.32s -> 3450.28s]  But we don't feel that the proposed use is compatible with the surrounding neighborhoods
[3450.32s -> 3454.04s]  We want their development. We just don't think this is a good fit
[3455.60s -> 3456.56s]  Our
[3456.56s -> 3462.32s]  Allendale Neighborhood Association executive committee letter should be in your packet if you don't have it we can provide that
[3463.08s -> 3465.08s]  any questions
[3465.60s -> 3467.60s]  Thank you
