Zoning Case: C14-2014-0157
Meeting Date: 2015-04-23T00:00:00.000
Agenda Item: 40
Source URL: http://austintx.swagit.com/play/45675/0/
================================================================================

[0.00s -> 9.00s]  We're on a non-consent agenda. It gets us to item number 40.
[1987.72s -> 2000.72s]  And it will have some very real effects on the affordability for the people who currently live there as it raises the appraisals in the surrounding area.
[2001.72s -> 2005.72s]  Ms. Kitchen.
[2005.72s -> 2009.72s]  I'm going to support this and I want to make sure I'm understanding this.
[2009.72s -> 2013.72s]  From what I'm seeing is the developer is not losing anything.
[2013.72s -> 2021.72s]  He's actually going to be getting the same things he would get if we had passed the same thing on third reading that we had on second reading.
[2022.72s -> 2032.72s]  And that what we get, we being the public or we being from my interest standpoint, is greater certainty on affordable housing.
[2035.72s -> 2047.72s]  Now, I know I probably oversimplified that, but it's sounding to me like what he's getting is the same number of units and the other aspects of it that we passed on second reading.
[2047.72s -> 2052.72s]  It's being proposed on third reading is actually not what we passed on second reading.
[2052.72s -> 2060.72s]  Now, what's being proposed right now, the customer because ours motion would increase the unit count from 225 to 300 and increase the FAR from 2 to 2.7.
[2060.72s -> 2069.72s]  Okay, so under the motion on the table, the reason I'm supporting it, second reading would have been 2.0.
[2069.72s -> 2070.72s]  This would give them 2.0.
[2070.72s -> 2071.72s]  Yes.
[2071.72s -> 2072.72s]  Okay.
[2072.72s -> 2073.72s]  And this would give them under the-
[2073.72s -> 2074.72s]  And the 225.
[2075.72s -> 2079.72s]  It would not specifically give them 325, but if he chose to participate in the V program.
[2079.72s -> 2080.72s]  He would get that.
[2080.72s -> 2081.72s]  He would get the unlimited density.
[2081.72s -> 2083.72s]  I don't know exactly what that number would be.
[2083.72s -> 2089.72s]  I'd have to presume it would be similar to 225 because the FAR would be the same and the unlimited density would be the same.
[2089.72s -> 2090.72s]  Right, okay.
[2090.72s -> 2103.72s]  So from my perspective, I don't, I do feel it's, you know, I know we've been down the road on this case, but I do feel like we are not taking away anything from the developer.
[2103.72s -> 2114.72s]  And we're offering another option that we can proceed with relatively quickly that will provide more certainty for us as a city in terms of affordable housing.
[2117.72s -> 2123.72s]  The motion is to process question about since I made my, this is an honest question.
[2123.72s -> 2130.72s]  Since I made my motion first and it was seconded and there's another motion that was seconded in which order would we take up the votes?
[2130.72s -> 2132.72s]  I'm treating it as an amendment to your motion.
[2132.72s -> 2137.72s]  It also is can't approve the CSV because that would require notice.
[2137.72s -> 2144.72s]  So what it is in essence is a question to postpone this so that there can be the future consideration of the CSV.
[2144.72s -> 2145.72s]  It's been seconded.
[2145.72s -> 2146.72s]  Any further discussion?
[2146.72s -> 2153.72s]  Those in favor of pursuing the CSV trip, please raise your hand.
[2154.72s -> 2160.72s]  It is one to the mayor, pool, kitchen, me, and Houston.
[2160.72s -> 2161.72s]  Those opposed, raise your hand.
[2164.72s -> 2165.72s]  Delia.
[2165.72s -> 2166.72s]  It's one, two, three.
[2169.72s -> 2171.72s]  Four, five, six.
[2171.72s -> 2172.72s]  It's the green of the dais.
[2172.72s -> 2173.72s]  It's defeated.
[2173.72s -> 2176.72s]  It gets us to the MF6 vote.
[2176.72s -> 2179.72s]  Is there any further discussion on MF6?
[2183.72s -> 2185.72s]  I have one other question.
[2185.72s -> 2186.72s]  Commercial design standards.
[2186.72s -> 2190.72s]  I just wanted to get some certainty that they will be followed with this.
[2190.72s -> 2194.72s]  If this happens to pass, that is a deep concern.
[2194.72s -> 2201.72s]  Council member, the commercial design standards would not be required under the MF zoning.
[2201.72s -> 2207.72s]  Mr.
[2208.72s -> 2213.72s]  Would it be possible to require that in a conditional overlay to the MF6?
[2213.72s -> 2218.72s]  That's a lot of department to answer the question.
[2218.72s -> 2229.72s]  A conditional overlay is allowed in the zoning case to make an existing condition a requirement more restrictive.
[2230.72s -> 2239.72s]  A blanket condition requiring a commercial design standards does not do that.
[2239.72s -> 2244.72s]  You'd almost have to go in one by one and decide what you're doing.
[2248.72s -> 2249.72s]  Any further discussion?
[2249.72s -> 2258.72s]  Well, if it's a serious concern, I'm happy to discuss it further just if there are any other creative ideas around commercial design standards.
[2259.72s -> 2269.72s]  I wouldn't want to move to a vote without having talked about it a little bit more if it's the council member's desire.
[2269.72s -> 2273.72s]  Further discussion, MF6?
[2280.72s -> 2281.72s]  All in favor?
[2281.72s -> 2282.72s]  I'm going to call the question.
[2282.72s -> 2283.72s]  There's no further debate.
[2283.72s -> 2287.72s]  All those in favor of approving MF6, please raise your hand.
[2288.72s -> 2290.72s]  Those opposed?
[2290.72s -> 2297.72s]  The no votes are the Mayor Pro Tem, Ms. Poole, Ms. Kitchen, Ms. Houston, the others voting aye.
[2297.72s -> 2303.72s]  MF6 is approved on third reading with the MF6 CO is approved.
[2303.72s -> 2304.72s]  Thank you, Mayor.
[2304.72s -> 2305.72s]  That concludes your zoning answer.
[2305.72s -> 2306.72s]  Thank you.
